alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_score_raw,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id,model_variant
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,,,,7.501429583510402,0.20367100000000002,,5.334453751150931,1.1,False,8.150104679272864,8.965115147200152,8.150104679272864,8.150104679272864,193,False,Madagascar,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MOZ,['Portuguese'],34090466,19.8434,2023,,,,7.532632937862664,0.198434,,5.334453751150931,1.1,False,7.973570639423698,8.770927703366068,7.973570639423698,7.973570639423698,194,False,Mozambique,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TKM,"['Russian', 'Turkmen']",7057841,21.251,2017,,,,6.84867187028912,0.21251,,5.334453751150931,0.5,False,7.7638240508674405,3.8819120254337203,7.7638240508674405,7.7638240508674405,195,False,Turkmenistan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SLE,['English'],9077691,20.635,2023,,,,6.957975395494418,0.20635,,5.334453751150931,1.5,False,7.659092526757801,11.4886387901367,7.659092526757801,7.659092526757801,196,False,Sierra Leone,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,17.7089,2023,,,,7.641910169077627,0.177089,,5.334453751150931,0.5,False,7.21910681908554,3.60955340954277,7.21910681908554,7.21910681908554,197,False,Afghanistan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ETH,['Amharic'],111652998,16.6981,2021,,,,8.047870388825965,0.166981,,5.334453751150931,0.5,False,7.1686600393477065,3.5843300196738532,7.1686600393477065,7.1686600393477065,198,False,Ethiopia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MWI,"['English', 'Chewa']",20734262,17.9881,2023,,,,7.316688582018264,0.17988099999999999,,5.334453751150931,1.5,False,7.020851999537661,10.531277999306491,7.020851999537661,7.020851999537661,199,False,Malawi,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,,5.334453751150931,1.5,False,6.999396361601925,10.499094542402888,6.999396361601925,6.999396361601925,200,False,Eritrea,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,,5.334453751150931,1.1,False,6.7028523478068855,7.3731375825875745,6.7028523478068855,6.7028523478068855,201,False,Burkina Faso,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,,5.334453751150931,1.5,False,6.076532426733334,9.114798640100002,6.076532426733334,6.076532426733334,202,False,Palau,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,,5.334453751150931,0.5,False,5.53781038386876,2.76890519193438,5.53781038386876,5.53781038386876,203,False,Yemen,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,,5.334453751150931,1.1,False,5.124224904111812,5.636647394522994,5.124224904111812,5.124224904111812,204,False,Chad,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,,5.334453751150931,1.1,False,4.19061954042601,4.609681494468611,4.19061954042601,4.19061954042601,205,False,Burundi,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
UGA,"['English', 'Swahili']",45905417,8.94983,2024,,,,7.661863936831315,0.0894983,,5.334453751150931,1.5,False,3.6579618821080957,5.486942823162144,3.6579618821080957,3.6579618821080957,206,False,Uganda,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,,5.334453751150931,1.5,False,3.56005788163215,5.3400868224482245,3.56005788163215,3.56005788163215,207,False,South Sudan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,,5.334453751150931,1.1,False,2.7282703489061504,3.0010973837967656,2.7282703489061504,2.7282703489061504,208,False,Central African Republic,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
VAT,"['Italian', 'Latin']",882,,,,,,2.94546858513182,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,209,False,Holy See (Vatican City State),,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ATF,['French'],400,,,,,,2.6020599913279625,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,210,False,French Southern Territories,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MSR,['English'],4386,,,,,,3.642068627341504,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,211,False,Montserrat,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ATA,[],1300,,,,,,3.113943352306837,,,5.334453751150931,0.5,False,0.0,0.0,0.0,0.0,212,False,Antarctica,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,213,False,American Samoa,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MTQ,['French'],349925,,,,,,5.543974971274539,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,214,False,Martinique,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
UMI,['English'],0,,,,,,,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,215,False,United States Minor Outlying Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SJM,['Norwegian'],2530,,,,,,3.403120521175818,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,216,False,Svalbard and Jan Mayen,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MNP,"['Carolinian', 'Chamorro', 'English']",47329,0.0,1990,,,,4.675127328489335,0.0,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,217,False,Northern Mariana Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TWN,['Chinese'],23317031,,,,,,7.3676732501004665,,,5.334453751150931,0.5,False,0.0,0.0,0.0,0.0,218,False,"Taiwan, Province of China",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GUF,['French'],292354,,,,,,5.46590904024973,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,219,False,French Guiana,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
HMD,['English'],0,,,,,,,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,220,False,Heard Island and McDonald Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
AIA,['English'],16010,,,,,,4.204391331919299,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,221,False,Anguilla,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MAF,['French'],31496,,,,,,4.498255401782173,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,222,False,Saint Martin (French part),,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
WLF,['French'],11620,,,,,,4.065206128054312,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,223,False,Wallis and Futuna,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
IMN,"['English', 'Manx']",84530,,,,,,4.927010868975651,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,224,False,Isle of Man,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
IOT,['English'],0,,,,,,,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,225,False,British Indian Ocean Territory,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,226,False,Jersey,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ALA,['Swedish'],30654,,,,,,4.486487153065907,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,227,False,Åland Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MYT,['French'],320901,,,,,,5.506371070457315,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,228,False,Mayotte,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GLP,['French'],378561,,,,,,5.578135870173925,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,229,False,Guadeloupe,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PCN,['English'],35,,,,,,1.5440680443502757,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,230,False,Pitcairn,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SGS,['English'],0,,,,,,,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,231,False,South Georgia and the South Sandwich Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CCK,['English'],593,,,,,,2.7730546933642626,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,232,False,Cocos (Keeling) Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
COK,"['English', 'Cook Islands Māori']",15040,,,,,,4.177247836255623,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,233,False,Cook Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CXR,['English'],1692,,,,,,3.228400358703005,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,234,False,Christmas Island,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SPM,['French'],5819,,,,,,3.7648483571934106,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,235,False,Saint Pierre and Miquelon,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PRK,['Korean'],25950000,0.0,2012,,,,7.414137362184476,0.0,,5.334453751150931,0.5,False,0.0,0.0,0.0,0.0,236,False,"Korea, Democratic People's Republic of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BVT,['Norwegian'],0,,,,,,,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,237,False,Bouvet Island,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BLM,['French'],10562,,,,,,4.023746163152476,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,238,False,Saint Barthélemy,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SXM,"['English', 'French', 'Dutch']",41349,,,,,,4.616465010872037,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,239,False,Sint Maarten (Dutch part),,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BES,"['English', 'Dutch', 'Papiamento']",31980,,,,,,4.504878459410216,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,240,False,"Bonaire, Sint Eustatius and Saba",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ESH,"['Berber', 'Hassaniya', 'Spanish']",600904,,,,,,5.778805094963722,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,241,False,Western Sahara,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TCA,['English'],50828,0.0,1990,,,,4.706103021249971,0.0,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,242,False,Turks and Caicos Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
FLK,['English'],3662,,,,,,3.5637183399656776,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,243,False,Falkland Islands (Malvinas),,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GGY,"['English', 'French', 'Guernésiais']",64781,,,,,,4.811447647766932,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,244,False,Guernsey,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TKL,"['English', 'Samoan', 'Tokelauan']",2608,,,,,,3.4163075870598827,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,245,False,Tokelau,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NIU,"['English', 'Niuean']",1681,,,,,,3.225567713439471,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,246,False,Niue,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NFK,"['English', 'Norfuk']",2188,,,,,,3.340047317661393,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,247,False,Norfolk Island,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SHN,['English'],5651,,,,,,3.752125307297898,,,5.334453751150931,1.5,False,0.0,0.0,0.0,0.0,248,False,"Saint Helena, Ascension and Tristan da Cunha",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
REU,['French'],896175,,,,,,5.9523928245206905,,,5.334453751150931,1.1,False,0.0,0.0,0.0,0.0,249,False,Réunion,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
