alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_score_raw,uk_score,language_factor,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id
MNP,"['Carolinian', 'Chamorro', 'English']",47329,0.0,1990,,,,4.675127328489335,0.0,,5.334453751150931,1.5,0.0,227,False,Northern Mariana Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SJM,['Norwegian'],2530,,,,,,3.403120521175818,,,5.334453751150931,1.1,0.0,228,False,Svalbard and Jan Mayen,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CXR,['English'],1692,,,,,,3.228400358703005,,,5.334453751150931,1.5,0.0,229,False,Christmas Island,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CCK,['English'],593,,,,,,2.7730546933642626,,,5.334453751150931,1.5,0.0,230,False,Cocos (Keeling) Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PCN,['English'],35,,,,,,1.5440680443502757,,,5.334453751150931,1.5,0.0,231,False,Pitcairn,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
REU,['French'],896175,,,,,,5.9523928245206905,,,5.334453751150931,1.1,0.0,232,False,Réunion,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NIU,"['English', 'Niuean']",1681,,,,,,3.225567713439471,,,5.334453751150931,1.5,0.0,233,False,Niue,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ESH,"['Berber', 'Hassaniya', 'Spanish']",600904,,,,,,5.778805094963722,,,5.334453751150931,1.1,0.0,234,False,Western Sahara,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BVT,['Norwegian'],0,,,,,,,,,5.334453751150931,1.1,0.0,235,False,Bouvet Island,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SGS,['English'],0,,,,,,,,,5.334453751150931,1.5,0.0,236,False,South Georgia and the South Sandwich Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SHN,['English'],5651,,,,,,3.752125307297898,,,5.334453751150931,1.5,0.0,237,False,"Saint Helena, Ascension and Tristan da Cunha",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NFK,"['English', 'Norfuk']",2188,,,,,,3.340047317661393,,,5.334453751150931,1.5,0.0,238,False,Norfolk Island,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TKL,"['English', 'Samoan', 'Tokelauan']",2608,,,,,,3.4163075870598827,,,5.334453751150931,1.5,0.0,239,False,Tokelau,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
FLK,['English'],3662,,,,,,3.5637183399656776,,,5.334453751150931,1.5,0.0,240,False,Falkland Islands (Malvinas),,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SPM,['French'],5819,,,,,,3.7648483571934106,,,5.334453751150931,1.1,0.0,241,False,Saint Pierre and Miquelon,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BLM,['French'],10562,,,,,,4.023746163152476,,,5.334453751150931,1.1,0.0,242,False,Saint Barthélemy,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MYT,['French'],320901,,,,,,5.506371070457315,,,5.334453751150931,1.1,0.0,243,False,Mayotte,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GGY,"['English', 'French', 'Guernésiais']",64781,,,,,,4.811447647766932,,,5.334453751150931,1.5,0.0,244,False,Guernsey,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MTQ,['French'],349925,,,,,,5.543974971274539,,,5.334453751150931,1.1,0.0,245,False,Martinique,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SXM,"['English', 'French', 'Dutch']",41349,,,,,,4.616465010872037,,,5.334453751150931,1.5,0.0,246,False,Sint Maarten (Dutch part),,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BES,"['English', 'Dutch', 'Papiamento']",31980,,,,,,4.504878459410216,,,5.334453751150931,1.5,0.0,247,False,"Bonaire, Sint Eustatius and Saba",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MSR,['English'],4386,,,,,,3.642068627341504,,,5.334453751150931,1.5,0.0,248,False,Montserrat,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PRK,['Korean'],25950000,0.0,2012,,,,7.414137362184476,0.0,,5.334453751150931,0.5,0.0,249,False,"Korea, Democratic People's Republic of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
