alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli
BGD,['Bengali'],169828911,44.5027,2023,,,,8.230011624771146,0.44502699999999995,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,1.3922256408044003,0.6961128204022001,1.3922256408044003,1.3922256408044003,146,False,Bangladesh,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
LKA,"['Sinhala', 'Tamil']",21763170,51.2,2023,2025 Q1 P,59000.0,96.0,7.337722154502129,0.512,False,4.770859372503186,p10,0.05,4.815572229111593,4.770859372503186,0.3658925885561975,0.5,False,1.3746268944470745,0.6873134472235373,1.3746268944470745,1.3746268944470745,147,False,Sri Lanka,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
KNA,['English'],51320,76.4208,2023,,,,4.710286647702891,0.764208,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.3683012875379905,2.0524519313069858,1.3683012875379905,1.3683012875379905,148,False,Saint Kitts and Nevis,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
VGB,['English'],39471,77.7043,2017,,,,4.596278129409967,0.777043,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.357607322972833,2.0364109844592493,1.357607322972833,1.357607322972833,149,False,"Virgin Islands, British",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
CUW,"['English', 'Dutch', 'Papiamento']",156115,68.1272,2017,,,,5.193444633390771,0.681272,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.3449274718282387,2.017391207742358,1.3449274718282387,1.3449274718282387,150,False,Curaçao,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SWZ,"['English', 'Swazi']",1235549,57.62,2023,,,,6.09185997354031,0.5761999999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.3342769538323809,2.001415430748571,1.3342769538323809,1.3342769538323809,151,False,Eswatini,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
AGO,['Portuguese'],36170961,44.7581,2023,,,,7.558360047369661,0.447581,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,1.2859439421820846,1.4145383364002933,1.2859439421820846,1.2859439421820846,152,False,Angola,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
NRU,"['English', 'Nauru']",11680,81.6554,2020,,,,4.067442842776381,0.816554,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.2624936082762368,1.8937404124143553,1.2624936082762368,1.2624936082762368,153,False,Nauru,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
NGA,['English'],223800000,39.2136,2023,2025 Q2 P,68000.0,57.0,8.34986008219233,0.392136,False,4.832515299342833,p10,0.05,4.815572229111593,4.832515299342833,0.385513733989304,1.5,False,1.2622801915815334,1.8934202873723,1.2622801915815334,1.2622801915815334,154,False,Nigeria,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GRL,['Greenlandic'],56542,69.4825,2017,,,,4.752371166261774,0.694825,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,1.2551875041009277,0.6275937520504639,1.2551875041009277,1.2551875041009277,155,False,Greenland,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
STP,['Portuguese'],209607,61.4607,2023,,,,5.321405782179103,0.614607,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,1.243216307330329,1.367537938063362,1.243216307330329,1.243216307330329,156,False,Sao Tome and Principe,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
VIR,['English'],87146,64.3775,2017,,,,4.940247457793744,0.643775,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.208942456058677,1.8134136840880155,1.208942456058677,1.208942456058677,157,False,"Virgin Islands, U.S.",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
CMR,"['English', 'French']",29442327,41.9088,2023,,,,7.468972131865236,0.419088,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1898408721831197,1.7847613082746796,1.1898408721831197,1.1898408721831197,158,False,Cameroon,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
PAK,"['English', 'Urdu']",241499431,27.3759,2023,2025 Q1 P,171000.0,141.0,8.38291611184177,0.27375900000000003,False,5.23299865011854,p10,0.05,4.815572229111593,5.23299865011854,0.5129620179076478,1.5,False,1.1771958843894752,1.7657938265842128,1.1771958843894752,1.1771958843894752,159,False,Pakistan,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
WSM,"['English', 'Samoan']",205557,58.1386,2023,,,,5.312932270752029,0.581386,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1741448236756542,1.7612172355134814,1.1741448236756542,1.1741448236756542,160,False,Samoa,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
CIV,['French'],31719275,40.6528,2023,,,,7.501323252192296,0.406528,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,1.1591807566073464,1.2750988322680812,1.1591807566073464,1.1591807566073464,161,False,Côte d'Ivoire,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MHL,"['English', 'Marshallese']",42418,65.7177,2023,,,,4.627550187767521,0.6571769999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1559959478729191,1.7339939218093787,1.1559959478729191,1.1559959478729191,162,False,Marshall Islands,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
LSO,"['English', 'Sotho']",2116427,47.991,2023,,,,6.325603293342072,0.47991,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1539435662143558,1.7309153493215337,1.1539435662143558,1.1539435662143558,163,False,Lesotho,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TUV,"['English', 'Tuvaluan']",10643,74.3146,2023,,,,4.027064062151045,0.743146,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1375893081085333,1.7063839621627999,1.1375893081085333,1.1375893081085333,164,False,Tuvalu,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GMB,['English'],2422712,45.9137,2023,,,,6.384301790429396,0.45913699999999996,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1142394202356918,1.6713591303535376,1.1142394202356918,1.1142394202356918,165,False,Gambia,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TON,"['English', 'Tongan']",100179,58.5334,2023,,,,5.0007766921902945,0.585334,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.1126639874929205,1.6689959812393806,1.1126639874929205,1.1126639874929205,166,False,Tonga,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ZWE,"['Chibarwe', 'English', 'Kalanga', 'Khoisan', 'Ndau', 'Northern Ndebele', 'Chewa', 'Shona', 'Sotho', 'Tonga', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zimbabwean Sign Language']",17073087,38.4266,2023,,,,7.232312053385075,0.384266,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.0564086162434185,1.584612924365128,1.0564086162434185,1.0564086162434185,167,False,Zimbabwe,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
HTI,"['French', 'Haitian Creole']",11867032,39.262,2019,,,,7.074342113461789,0.39262,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,1.0557991201790826,1.161379032196991,1.0557991201790826,1.0557991201790826,168,False,Haiti,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
KEN,"['English', 'Swahili']",53330978,34.9762,2024,,,,7.726979547982685,0.34976199999999996,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,1.0273187272927222,1.5409780909390833,1.0273187272927222,1.0273187272927222,169,False,Kenya,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,,,,6.788322539534806,0.383791,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.9903303163359541,1.0893633479695497,0.9903303163359541,0.9903303163359541,170,False,Congo,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MLI,['French'],22395489,35.0921,2023,,,,7.350160549597546,0.35092100000000004,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.9804580179669495,1.0785038197636445,0.9804580179669495,0.9804580179669495,171,False,Mali,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SYR,['Arabic'],25620000,34.65,2019,,,,7.408579125408668,0.3465,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.9758003762599996,0.4879001881299998,0.9758003762599996,0.9758003762599996,172,False,Syrian Arab Republic,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TGO,['French'],8095498,37.0223,2023,,,,6.908243569828069,0.370223,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.9721960580419553,1.069415663846151,0.9721960580419553,0.9721960580419553,173,False,Togo,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,,,,5.507058033583555,0.45731299999999997,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.9573175463090409,1.4359763194635613,0.9573175463090409,0.9573175463090409,174,False,Vanuatu,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
MRT,['Arabic'],4927532,37.3809,2023,,,,6.69262945332252,0.37380899999999995,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.9509755528438091,0.47548777642190454,0.9509755528438091,0.9509755528438091,175,False,Mauritania,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SLB,['English'],750325,42.4597,2023,,,,5.875249416903541,0.424597,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.9482569797625116,1.4223854696437672,0.9482569797625116,0.9482569797625116,176,False,Solomon Islands,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
COD,"['French', 'Kikongo', 'Lingala', 'Tshiluba', 'Swahili']",112832000,30.548,2023,,,,8.05243228628321,0.30548,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.9350453656807276,1.0285499022488005,0.9350453656807276,0.9350453656807276,177,False,"Congo, The Democratic Republic of the",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
RWA,"['English', 'French', 'Kinyarwanda']",14104969,34.2005,2023,,,,7.14937213599697,0.342005,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.9294438912722611,1.3941658369083916,0.9294438912722611,0.9294438912722611,178,False,Rwanda,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ZMB,['English'],19693423,33.0,2023,,,,7.294321209322918,0.33,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.9150011551449911,1.3725017327174867,0.9150011551449911,0.9150011551449911,179,False,Zambia,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
BEN,['French'],13224860,32.2083,2023,,,,7.121391083236578,0.322083,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.8718774751453585,0.9590652226598945,0.8718774751453585,0.8718774751453585,180,False,Benin,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TZA,"['English', 'Swahili']",68153004,29.0638,2023,,,,7.833485003118178,0.290638,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.8654265833384571,1.2981398750076858,0.8654265833384571,0.8654265833384571,181,False,"Tanzania, United Republic of",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
COM,"['Arabic', 'French', 'Comorian']",919901,35.6678,2023,,,,5.963741090968163,0.356678,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.8085705554793813,0.8894276110273195,0.8085705554793813,0.8085705554793813,182,False,Comoros,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TLS,"['Portuguese', 'Tetum']",1391221,34.0207,2023,,,,6.143396124569186,0.340207,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.794464660060825,0.8739111260669075,0.794464660060825,0.794464660060825,183,False,Timor-Leste,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SDN,"['Arabic', 'English']",51662000,26.4383,2020,,,,7.713171215080633,0.26438300000000003,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.7751563637819663,1.1627345456729494,0.7751563637819663,0.7751563637819663,184,False,Sudan,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GNB,"['Portuguese', 'Upper Guinea Creole']",1781308,32.4661,2023,,,,6.250739018360228,0.324661,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.7714082997868679,0.8485491297655547,0.7714082997868679,0.7714082997868679,185,False,Guinea-Bissau,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SOM,"['Arabic', 'Somali']",19655000,27.6,2022,,,,7.293473048156108,0.276,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.7651847097298392,0.3825923548649196,0.7651847097298392,0.7651847097298392,186,False,Somalia,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
FSM,['English'],105564,39.3833,2020,,,,5.023515838018407,0.393833,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.7520430432350022,1.1280645648525032,0.7520430432350022,0.7520430432350022,187,False,"Micronesia, Federated States of",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GIN,['French'],14363931,26.5014,2023,,,,7.157273310239107,0.265014,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.7210065955377133,0.7931072550914847,0.7210065955377133,0.7210065955377133,188,False,Guinea,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
NER,['French'],26312034,23.1879,2023,,,,7.420154421663518,0.231879,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.6540292640912589,0.7194321905003849,0.6540292640912589,0.6540292640912589,189,False,Niger,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
PNG,"['English', 'Hiri Motu', 'Tok Pisin']",11781559,24.0667,2023,,,,7.071202762462869,0.24066700000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.6468933007527887,0.970339951129183,0.6468933007527887,0.6468933007527887,190,False,Papua New Guinea,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
LBR,['English'],5248621,23.4979,2023,,,,6.720045213737611,0.23497900000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.6002387997236784,0.9003581995855177,0.6002387997236784,0.6002387997236784,191,False,Liberia,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,,,,7.501429583510402,0.20367100000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.5807591370777964,0.638835050785576,0.5807591370777964,0.5807591370777964,192,False,Madagascar,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
MOZ,['Portuguese'],34090466,19.8434,2023,,,,7.532632937862664,0.198434,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.5681796966065108,0.6249976662671619,0.5681796966065108,0.5681796966065108,193,False,Mozambique,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TKM,"['Russian', 'Turkmen']",7057841,21.251,2017,,,,6.84867187028912,0.21251,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.5532336005048578,0.2766168002524289,0.5532336005048578,0.5532336005048578,194,False,Turkmenistan,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
SLE,['English'],9077691,20.635,2023,,,,6.957975395494418,0.20635,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.5457706546949173,0.8186559820423759,0.5457706546949173,0.5457706546949173,195,False,Sierra Leone,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,17.7089,2023,,,,7.641910169077627,0.177089,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.5144182083190869,0.25720910415954346,0.5144182083190869,0.5144182083190869,196,False,Afghanistan,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ETH,['Amharic'],111652998,16.6981,2021,,,,8.047870388825965,0.166981,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.5108234780153883,0.25541173900769415,0.5108234780153883,0.5108234780153883,197,False,Ethiopia,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MWI,"['English', 'Chewa']",20734262,17.9881,2023,,,,7.316688582018264,0.17988099999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.5002909912521752,0.7504364868782629,0.5002909912521752,0.5002909912521752,198,False,Malawi,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.4987621080950422,0.7481431621425633,0.4987621080950422,0.4987621080950422,199,False,Eritrea,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.47763101195155583,0.5253941131467115,0.47763101195155583,0.47763101195155583,200,False,Burkina Faso,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.43300078556656646,0.6495011783498497,0.43300078556656646,0.43300078556656646,201,False,Palau,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.39461259780077057,0.19730629890038529,0.39461259780077057,0.39461259780077057,202,False,Yemen,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
RUS,['Russian'],146028325,94.365,2024,2025 Q2 P,6000.0,2.0,8.164437103716473,0.94365,False,3.7782236267660965,p10,0.05,4.815572229111593,3.7782236267660965,0.05,0.5,False,0.3852185536461025,0.19260927682305126,0.3852185536461025,0.3852185536461025,203,False,Russian Federation,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.3651413755547048,0.4016555131101753,0.3651413755547048,0.3651413755547048,204,False,Chad,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.29861464163872486,0.3284761058025974,0.29861464163872486,0.29861464163872486,205,False,Burundi,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
UGA,"['English', 'Swahili']",45905417,8.94983,2024,,,,7.661863936831315,0.0894983,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.26065858902638095,0.3909878835395714,0.26065858902638095,0.26065858902638095,206,False,Uganda,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.25368215803924576,0.38052323705886865,0.25368215803924576,0.25368215803924576,207,False,South Sudan,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.19441074635216063,0.2138518209873767,0.19441074635216063,0.19441074635216063,208,False,Central African Republic,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,209,False,American Samoa,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,210,False,Jersey,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MSR,['English'],4386,,,,,,3.642068627341504,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,211,False,Montserrat,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MNP,"['Carolinian', 'Chamorro', 'English']",47329,0.0,1990,,,,4.675127328489335,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,212,False,Northern Mariana Islands,,25-05-2025,False,False,True,out,out_20251219T115521Z,no-language,p10,0.05
UMI,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,213,False,United States Minor Outlying Islands,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ATF,['French'],400,,,,,,2.6020599913279625,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,214,False,French Southern Territories,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ATA,[],1300,,,,,,3.113943352306837,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.0,0.0,0.0,0.0,215,False,Antarctica,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
IOT,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,216,False,British Indian Ocean Territory,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
IMN,"['English', 'Manx']",84530,,,,,,4.927010868975651,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,217,False,Isle of Man,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MAF,['French'],31496,,,,,,4.498255401782173,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,218,False,Saint Martin (French part),,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
VAT,"['Italian', 'Latin']",882,,,,,,2.94546858513182,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,219,False,Holy See (Vatican City State),,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
WLF,['French'],11620,,,,,,4.065206128054312,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,220,False,Wallis and Futuna,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GLP,['French'],378561,,,,,,5.578135870173925,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,221,False,Guadeloupe,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
ALA,['Swedish'],30654,,,,,,4.486487153065907,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,222,False,Åland Islands,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
TWN,['Chinese'],23317031,,,,,,7.3676732501004665,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,0.5,False,0.0,0.0,0.0,0.0,223,False,"Taiwan, Province of China",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GUF,['French'],292354,,,,,,5.46590904024973,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,224,False,French Guiana,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
HMD,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,225,False,Heard Island and McDonald Islands,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
AIA,['English'],16010,,,,,,4.204391331919299,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,226,False,Anguilla,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
SHN,['English'],5651,,,,,,3.752125307297898,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,227,False,"Saint Helena, Ascension and Tristan da Cunha",,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
GGY,"['English', 'French', 'Guernésiais']",64781,,,,,,4.811447647766932,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.5,False,0.0,0.0,0.0,0.0,228,False,Guernsey,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
MTQ,['French'],349925,,,,,,5.543974971274539,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.1,False,0.0,0.0,0.0,0.0,229,False,Martinique,,25-05-2025,False,False,False,out,out_20251219T115521Z,no-language,p10,0.05
