alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id,model_variant
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,2025 Q1 P,619000.0,602.0,9.151520616513332,0.5589999999999999,False,5.791691350626146,5.791691350626146,1.5,False,29.62855558505305,44.442833377579575,29.62855558505305,29.62855558505305,36,False,India,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
RUS,['Russian'],146028325,94.365,2024,2025 Q2 P,6000.0,2.0,8.164437103716473,0.94365,False,3.7782236267660965,3.7782236267660965,0.5,False,29.108836817087347,14.554418408543674,29.108836817087347,29.108836817087347,37,False,Russian Federation,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,False,5.178979823406043,5.178979823406043,0.5,False,29.069772333530555,14.534886166765277,29.069772333530555,29.069772333530555,38,False,Bulgaria,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
JAM,"['English', 'Jamaican Patois']",2825544,89.473,2023,2025 Q2 P,83000.0,76.0,6.4511020746169,0.89473,False,4.919083324808191,4.919083324808191,1.5,False,28.39292218715244,42.58938328072866,28.39292218715244,28.39292218715244,39,False,Jamaica,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,False,5.1986598356449765,5.1986598356449765,1.5,False,27.566204606314127,41.34930690947119,27.566204606314127,27.566204606314127,40,False,Malta,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
LUX,"['German', 'French', 'Luxembourgish']",681973,98.7606,2024,2025 Q2 P,34000.0,21.0,5.8337671808395735,0.987606,False,4.53149169022153,4.53149169022153,1.1,False,26.108023839633617,28.71882622359698,26.108023839633617,26.108023839633617,41,False,Luxembourg,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
TUN,['Arabic'],11972169,72.3542,2023,2025 Q2 P,69000.0,60.0,7.078172838743614,0.723542,False,4.838855384814572,4.838855384814572,0.5,False,24.78149782623364,12.39074891311682,24.78149782623364,24.78149782623364,42,False,Tunisia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BRB,['English'],267800,79.9923,2023,2025 Q1 P,66000.0,166.0,5.42781057267599,0.799923,False,4.819550515711442,4.819550515711442,1.5,False,20.925671506021825,31.388507259032735,20.925671506021825,20.925671506021825,43,False,Barbados,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
LKA,"['Sinhala', 'Tamil']",21763170,51.2,2023,2025 Q1 P,59000.0,96.0,7.337722154502129,0.512,False,4.770859372503186,4.770859372503186,0.5,False,17.923707142978945,8.961853571489472,17.923707142978945,17.923707142978945,44,False,Sri Lanka,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
NGA,['English'],223800000,39.2136,2023,2025 Q2 P,68000.0,57.0,8.34986008219233,0.392136,False,4.832515299342833,4.832515299342833,1.5,False,15.823011737486908,23.734517606230362,15.823011737486908,15.823011737486908,45,False,Nigeria,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
PAK,"['English', 'Urdu']",241499431,27.3759,2023,2025 Q1 P,171000.0,141.0,8.38291611184177,0.27375900000000003,False,5.23299865011854,5.23299865011854,1.5,False,12.009201965990979,18.013802948986466,12.009201965990979,12.009201965990979,46,False,Pakistan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
OMN,['Arabic'],5343630,95.2517,2024,,,,6.727836379384905,0.952517,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,47,False,Oman,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
PRY,"['Guaraní', 'Spanish']",6109644,81.5781,2024,,,,6.786015905276943,0.8157810000000001,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,48,False,Paraguay,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,49,False,Palau,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
