alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_score_raw,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id,model_variant
SYC,"['Seychellois Creole', 'English', 'French']",122729,87.4009,2023,,,,5.088947195586477,0.8740089999999999,,5.334453751150931,1.5,True,23.726506842116336,35.589760263174504,23.726506842116336,35.589760263174504,46,False,Seychelles,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
URY,['Spanish'],3499451,91.9911,2024,,,,6.543999916815401,0.919911,,5.334453751150931,1.1,True,32.11286484030787,35.324151324338665,32.11286484030787,35.324151324338665,47,False,Uruguay,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
SRB,['Serbian'],6567783,87.6907,2024,,,,6.81741879522901,0.8769070000000001,,5.334453751150931,1.1,True,31.890656867645294,35.07972255440983,31.890656867645294,35.07972255440983,48,False,Serbia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
COL,['Spanish'],53057212,77.3369,2023,,,,7.724744425351789,0.773369,,5.334453751150931,1.1,True,31.868442111236998,35.0552863223607,31.868442111236998,35.0552863223607,49,False,Colombia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
GIB,['English'],38000,94.4445,2016,,,,4.57978359661681,0.9444450000000001,,5.334453751150931,1.5,True,23.07339937087681,34.610099056315214,23.07339937087681,34.610099056315214,50,False,Gibraltar,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,2025 Q2 P,86000.0,70.0,6.752073428641965,0.935139,4.9344984512435675,4.9344984512435675,1.1,True,31.157050859682847,34.272755945651134,31.157050859682847,34.272755945651134,51,False,Finland,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
LVA,['Latvian'],1829000,92.7076,2024,,,,6.262213705476417,0.927076,,5.334453751150931,1.1,True,30.969427483288026,34.06637023161683,30.969427483288026,34.06637023161683,52,False,Latvia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
CRI,['Spanish'],5309625,85.3951,2023,,,,6.725063849484161,0.853951,,5.334453751150931,1.1,True,30.635101082571346,33.69861119082848,30.635101082571346,33.69861119082848,53,False,Costa Rica,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
GUM,"['Chamorro', 'English', 'Spanish']",153836,80.5055,2017,,,,5.187057978975404,0.805055,,5.334453751150931,1.5,True,22.275969175822215,33.413953763733325,22.275969175822215,33.413953763733325,54,False,Guam,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
NAM,"['Afrikaans', 'German', 'English', 'Herero', 'Khoekhoe', 'Kwangali', 'Lozi', 'Ndonga', 'Tswana']",3022401,64.4061,2023,,,,6.480352084269662,0.644061,,5.334453751150931,1.5,True,22.26463390160148,33.39695085240222,22.26463390160148,33.39695085240222,55,False,Namibia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
EST,['Estonian'],1369995,92.238,2024,,,,6.1367189821371575,0.92238,,5.334453751150931,1.1,True,30.195071890252795,33.214579079278074,30.195071890252795,33.214579079278074,56,False,Estonia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
SVK,['Slovak'],5413813,89.8251,2024,2025 Q1 P,97000.0,37.0,6.733503250608721,0.898251,4.986771734266245,4.986771734266245,1.1,True,30.16187061645182,33.178057678097005,30.16187061645182,33.178057678097005,57,False,Slovakia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
LBN,"['Arabic', 'French']",5490000,83.4933,2023,,,,6.739572344450092,0.834933,,5.334453751150931,1.1,True,30.017458593516807,33.01920445286849,30.017458593516807,33.01920445286849,58,False,Lebanon,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,86.1009,2024,,,,6.534280005205082,0.8610089999999999,,5.334453751150931,1.1,True,30.01203098277482,33.0132340810523,30.01203098277482,33.0132340810523,59,False,Bosnia and Herzegovina,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
ECU,['Spanish'],18103660,77.1727,2024,,,,7.257766384654669,0.771727,,5.334453751150931,1.1,True,29.87835162942328,32.86618679236561,29.87835162942328,32.86618679236561,60,False,Ecuador,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
ISL,['Icelandic'],391810,99.8301,2023,,,,5.593075516113534,0.998301,,5.334453751150931,1.1,True,29.78531129887035,32.763842428757386,29.78531129887035,32.763842428757386,61,False,Iceland,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
LTU,['Lithuanian'],2894886,88.5029,2023,2025 Q1 P,161000.0,63.0,6.461631465975109,0.885029,5.20682587603185,5.20682587603185,1.1,True,29.77643777091005,32.75408154800106,29.77643777091005,32.75408154800106,62,False,Lithuania,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
BLZ,"['Belizean Creole', 'English', 'Spanish']",417634,72.3595,2023,,,,5.620795847779911,0.723595,,5.334453751150931,1.5,True,21.696182388546294,32.54427358281944,21.696182388546294,32.54427358281944,63,False,Belize,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
PRY,"['Guaraní', 'Spanish']",6109644,81.5781,2024,,,,6.786015905276943,0.8157810000000001,,5.334453751150931,1.1,True,29.53101767736769,32.48411944510446,29.53101767736769,32.48411944510446,64,False,Paraguay,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
DMA,['English'],67408,83.8255,2023,,,,4.828711441782772,0.8382550000000001,,5.334453751150931,1.5,True,21.59222315705616,32.38833473558424,21.59222315705616,32.38833473558424,65,False,Dominica,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
HRV,['Croatian'],3866233,83.6324,2024,,,,6.587288023403108,0.8363240000000001,,5.334453751150931,1.1,True,29.38807686910346,32.32688455601381,29.38807686910346,32.32688455601381,66,False,Croatia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
CYM,['English'],84738,81.0677,2017,,,,4.928078209497234,0.810677,,5.334453751150931,1.5,True,21.311567671182072,31.967351506773106,21.311567671182072,31.967351506773106,67,False,Cayman Islands,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
BRB,['English'],267800,79.9923,2023,2025 Q1 P,66000.0,166.0,5.42781057267599,0.799923,4.819543935541868,4.819543935541868,1.5,True,20.925642936040763,31.388464404061146,20.925642936040763,31.388464404061146,68,False,Barbados,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
ATG,['English'],103603,77.5756,2023,,,,5.015372331322167,0.7757559999999999,,5.334453751150931,1.5,True,20.75478683277625,31.132180249164378,20.75478683277625,31.132180249164378,69,False,Antigua and Barbuda,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
ALB,['Albanian'],2363314,83.1356,2023,,,,6.373521427687243,0.831356,,5.334453751150931,1.1,True,28.265484879183134,31.09203336710145,28.265484879183134,31.09203336710145,70,False,Albania,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
VCT,['English'],110872,75.9927,2023,,,,5.044821881759084,0.759927,,5.334453751150931,1.5,True,20.450675918451108,30.67601387767666,20.450675918451108,30.67601387767666,71,False,Saint Vincent and the Grenadines,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
MAC,"['Portuguese', 'Chinese']",685900,89.1806,2023,,,,5.836260802858487,0.891806,,5.334453751150931,1.1,True,27.764831039506703,30.541314143457374,27.764831039506703,30.541314143457374,72,False,Macao,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
MDA,['Romanian'],2749076,80.2126,2023,,,,6.439186746363795,0.8021259999999999,,5.334453751150931,1.1,True,27.552662245118945,30.30792846963084,27.552662245118945,30.30792846963084,73,False,"Moldova, Republic of",,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
MNE,['Montenegrin'],623327,88.8826,2024,,,,5.7947159391766885,0.888826,,5.334453751150931,1.1,True,27.475073048684035,30.22258035355244,27.475073048684035,30.22258035355244,74,False,Montenegro,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
GRD,['English'],109021,74.1201,2023,,,,5.037510161295513,0.7412009999999999,,5.334453751150931,1.5,True,19.91782379286063,29.876735689290946,19.91782379286063,29.876735689290946,75,False,Grenada,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
LCA,['English'],184100,70.0834,2023,,,,5.265053788504015,0.700834,,5.334453751150931,1.5,True,19.68375403153503,29.525631047302547,19.68375403153503,29.525631047302547,76,False,Saint Lucia,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
CUB,['Spanish'],9748007,71.275,2023,,,,6.988915832377714,0.7127500000000001,,5.334453751150931,1.1,True,26.572779910504742,29.23005790155522,26.572779910504742,29.23005790155522,77,False,Cuba,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
BOL,"['Aymara', 'Guaraní', 'Quechua', 'Spanish']",11365333,70.2368,2023,,,,7.055582164913061,0.702368,,5.334453751150931,1.1,True,26.435499740856798,29.07904971494248,26.435499740856798,29.07904971494248,78,False,"Bolivia, Plurinational State of",,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
KNA,['English'],51320,76.4208,2023,,,,4.710286647702891,0.764208,,5.334453751150931,1.5,True,19.202106371207392,28.80315955681109,19.202106371207392,28.80315955681109,79,False,Saint Kitts and Nevis,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
LUX,"['German', 'French', 'Luxembourgish']",681973,98.7606,2024,2025 Q2 P,34000.0,21.0,5.8337671808395735,0.987606,4.531478917042255,4.531478917042255,1.1,True,26.10795024742783,28.718745272170615,26.10795024742783,28.718745272170615,80,False,Luxembourg,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
ABW,"['Dutch', 'Papiamento']",107566,97.17,2017,,,,5.031675019046017,0.9717,,5.334453751150931,1.1,True,26.081630653580653,28.68979371893872,26.081630653580653,28.68979371893872,81,False,Aruba,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
VGB,['English'],39471,77.7043,2017,,,,4.596278129409967,0.777043,,5.334453751150931,1.5,True,19.052032226733292,28.57804834009994,19.052032226733292,28.57804834009994,82,False,"Virgin Islands, British",,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
CUW,"['English', 'Dutch', 'Papiamento']",156115,68.1272,2017,,,,5.193444633390771,0.681272,,5.334453751150931,1.5,True,18.87408907001254,28.31113360501881,18.87408907001254,28.31113360501881,83,False,Curaçao,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
SWZ,"['English', 'Swazi']",1235549,57.62,2023,,,,6.09185997354031,0.5761999999999999,,5.334453751150931,1.5,True,18.724624634564336,28.086936951846504,18.724624634564336,28.086936951846504,84,False,Eswatini,,25-05-2025,False,with-lang,with-lang_20251219T111037Z,with-language
