alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
SMR,['Italian'],34132,43.76666666,12.41666666,87.0278,2023,1545.3575740145034,4.533161736960601,0.870278,1.25,1.0,0.75,1.0,False,3.945110930118598,3.945110930118598,3.945110930118598,3.945110930118598,139,False,San Marino,,25-05-2025,observed_one,1.0,-12.942675302130736,-13.358174410882102,-12.532253007662987,2.471160543148363e-06,1.5808598623964096e-06,3.6093750642646303e-06,2.471154042720103e-06,1.5808573632804738e-06,3.6093620366997865e-06,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,16.7938423168381,0.276,8.800498103004022,1.020304693657347,-1.4220733848887173,0.09878389554609192,173,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
DJI,"['Arabic', 'French']",1066809,11.5,43.0,65.0248,2023,6154.536181906155,6.028086670904087,0.6502479999999999,1.25,1.0,0.75,1.0,False,3.9197513015820404,3.9197513015820404,3.9197513015820404,3.9197513015820404,140,False,Djibouti,,25-05-2025,unknown,,-2.709258348745769,-2.8435474973566133,-2.573971208258662,0.06681228742175493,0.058218769275821106,0.07623221066989438,0.06246684606976901,0.05492612110417253,0.0706368437593176,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,13.880182507699853,0.6502479999999999,8.725107148050437,-0.007270010675789815,-0.10076491683131511,0.0029743915100182297,70,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
ATG,['English'],103603,17.05,-61.8,77.5756,2023,6524.438859909447,5.015372331322167,0.7757559999999999,1.25,1.0,0.75,1.25,False,3.8907051782571584,4.863381472821448,3.8907051782571584,3.8907051782571584,141,False,Antigua and Barbuda,,25-05-2025,unknown,,-5.663523032003413,-5.929316411790104,-5.405140648855978,0.0035157341011934308,0.002660300917007438,0.00449342337188757,0.0035030726450353883,0.0026532331214382697,0.004473277813358358,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,11.548321565917217,0.7757559999999999,8.783463488152831,-0.8296588531491259,0.3423497643665761,0.07713570178938797,117,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
VCT,['English'],110872,13.25,-61.2,75.9927,2023,6829.58642169349,5.044821881759084,0.759927,1.25,1.0,0.75,1.25,False,3.8336963581395356,4.792120447674419,3.8336963581395356,3.8336963581395356,142,False,Saint Vincent and the Grenadines,,25-05-2025,unknown,,-5.513611989603464,-5.771261464307414,-5.260114153460071,0.004081435071076507,0.0031158255326672237,0.005194712694876458,0.00406440012200602,0.003106132273011847,0.00516779762340642,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.166010958636768,0.616,8.937122864950348,1.1515592350622486,-0.221679851350751,0.272411497016096,116,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LKA,"['Sinhala', 'Tamil']",21763170,7.0,81.0,51.2,2023,8921.169522992157,7.337722154502129,0.512,1.25,1.0,0.75,0.75,False,3.75691374310509,2.8176853073288175,3.75691374310509,3.75691374310509,143,False,Sri Lanka,,25-05-2025,unknown,,3.2920949218665396,3.0847936988087654,3.473195544667823,27.087068532456648,21.86295605414712,32.239601099250805,2.375858692180656e-09,3.2129858146038483e-13,6.994359819004308e-09,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,14.565239847443495,0.47991,9.1838152088157,0.23433252340540067,-0.7021550159954034,0.5859168920570156,197,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GNQ,"['French', 'Portuguese', 'Spanish']",1668768,2.0,10.0,60.3661,2023,5885.2720641795095,6.222395963208134,0.603661,1.25,1.0,0.75,1.0,False,3.7562177695461854,3.7562177695461854,3.7562177695461854,3.7562177695461854,144,False,Equatorial Guinea,,25-05-2025,unknown,,-2.5414163063995665,-2.673593083791068,-2.411798264758209,0.07900326715919036,0.06900384376651186,0.08965392904830241,0.07296705158727511,0.06440288086405929,0.08196588273923307,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,16.15738559248449,0.862697,7.8079218145515465,0.7958423771242696,0.6493009825998836,-1.1626173159539648,65,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GRD,['English'],109021,12.11666666,-61.66666666,74.1201,2023,6961.869820005652,5.037510161295513,0.7412009999999999,1.25,1.0,0.75,1.25,False,3.733807569062395,4.667259461327994,3.733807569062395,3.733807569062395,145,False,Grenada,,25-05-2025,unknown,,-5.677953947544035,-5.931360918288796,-5.425096652486897,0.0034619529820370046,0.0026548674800562066,0.004404641423790818,0.003449699280529794,0.0026478285065863467,0.0043852832219670075,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,10.94273900380909,0.694825,7.895511033971356,-1.0432326273611574,0.05661726712316145,-1.051305824055695,118,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LCA,['English'],184100,13.88333333,-60.96666666,70.0834,2023,6757.492040482498,5.265053788504015,0.700834,1.25,1.0,0.75,1.25,False,3.6899287068124225,4.612410883515528,3.6899287068124225,3.6899287068124225,146,False,Saint Lucia,,25-05-2025,unknown,,-5.223687046955763,-5.441276213453261,-5.003339223190263,0.005436417115113988,0.004333949696522728,0.0067154860145520546,0.005406408558093499,0.0043152072203593095,0.006670539350394639,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,10.618885342030893,0.973444,7.006753161899385,-1.157447687645549,1.0403009315961456,-2.1807709035708136,112,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
BGD,['Bengali'],169828911,24.0,90.0,44.5027,2023,7997.324724093082,8.230011624771146,0.44502699999999995,1.25,1.0,0.75,0.75,False,3.6625773833370285,2.7469330375027714,3.6625773833370285,3.6625773833370285,147,False,Bangladesh,,25-05-2025,unknown,,6.143486331559046,5.826212790148413,6.432227942375754,473.4455961604858,339.0721117283357,621.5572001658078,3.5915824271407017e-103,7.155161644380259e-268,1.87876536086976e-145,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,18.950302082365745,0.44502699999999995,8.98698738924438,1.7808339424799013,-0.8253118619671826,0.3357811060699568,220,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
KNA,['English'],51320,17.33333333,-62.75,76.4208,2023,6559.353643121045,4.710286647702891,0.764208,1.25,1.0,0.75,1.25,False,3.599638738467731,4.499548423084664,3.599638738467731,3.599638738467731,148,False,Saint Kitts and Nevis,,25-05-2025,unknown,,-7.1667763935419915,-7.4681647762065975,-6.870698321909427,0.0007847607305381619,0.0005709762052760511,0.001037753128086176,0.000784124392600135,0.0005706502845020584,0.001036676755129289,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.750466365008762,0.978956,9.082707514537592,1.3576819915745237,1.059761429116326,0.45742564202602226,137,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
VGB,['English'],39471,18.431383,-64.62305,77.7043,2017,6581.50324210563,4.596278129409967,0.777043,1.25,1.0,0.75,1.25,False,3.571505746511109,4.464382183138886,3.571505746511109,3.571505746511109,149,False,"Virgin Islands, British",,25-05-2025,unknown,,-7.52773159181242,-7.845669457117452,-7.216845566512685,0.0005480539249705951,0.0003914444662383904,0.0007341154871026986,0.0005477423243739579,0.0003912912674542417,0.0007335767593205614,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,11.375340152017603,0.643775,8.796276710752968,-0.8906650573345058,-0.12361829136834804,0.09341920029632064,141,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CUW,"['English', 'Dutch', 'Papiamento']",156115,12.116667,-68.933333,68.1272,2017,7420.6237804385055,5.193444633390771,0.681272,1.25,1.0,0.75,1.25,False,3.5381484122793974,4.422685515349246,3.5381484122793974,3.5381484122793974,150,False,Curaçao,,25-05-2025,unknown,,-5.373680124919031,-5.598972566088446,-5.144919680124952,0.0046822014429515404,0.0037016659854272244,0.005828943525718289,0.004659904206221798,0.0036879889837789976,0.005795065774754956,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,11.958348194135517,0.681272,8.912153150553841,-0.6850527498769843,0.008767462534808208,0.2406790968399133,114,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SWZ,"['English', 'Swazi']",1235549,-26.5,31.5,57.62,2023,9512.23006915562,6.09185997354031,0.5761999999999999,1.25,1.0,0.75,1.25,False,3.510129716753926,4.387662145942407,3.510129716753926,3.510129716753926,151,False,Eswatini,,25-05-2025,observed_multi,4.0,-1.400153417671266,-1.5678984080115779,-1.240555116183171,0.24776552263359355,0.20848286923938558,0.28922362205974617,0.1929831189227356,0.16924950830321253,0.21658358458074176,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,10.629803516362548,,8.782199479265767,-1.153597121520595,0.0,0.07552935438814623,42,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
AGO,['Portuguese'],36170961,-12.5,18.5,44.7581,2023,7644.854810730754,7.558360047369661,0.447581,1.25,1.0,0.75,1.0,False,3.38297834836176,3.38297834836176,3.38297834836176,3.38297834836176,152,False,Angola,,25-05-2025,unknown,,2.9093789978955513,2.650104356304383,3.139093678416841,18.547279846084347,14.155515796203543,23.08293681296755,2.484526741426847e-06,2.180213285264791e-09,1.0075424444618738e-05,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.40376717255515,0.447581,8.941918925157776,1.2354098858672253,-0.8162947881887825,0.2785065007215625,172,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
NRU,"['English', 'Nauru']",11680,-0.53333333,166.91666666,81.6554,2020,13983.375593389967,4.067442842776381,0.816554,1.25,1.0,0.75,1.25,False,3.321286723040425,4.151608403800531,3.321286723040425,3.321286723040425,153,False,Nauru,,25-05-2025,unknown,,-6.278385412856655,-6.6846222275435805,-5.874133809047313,0.0019343060804036798,0.0012499878752382284,0.002811229207909591,0.0019303349467079014,0.0012484263816772757,0.0028033372963930433,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,15.487866929944548,0.961638,9.827699862586542,0.5597199445920795,0.9986190314286478,1.4041883859279092,126,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GRL,['Greenlandic'],56542,72.0,-40.0,69.4825,2017,2684.201455128426,4.752371166261774,0.694825,1.25,1.0,0.75,0.75,False,3.3020662955978373,2.476549721698378,3.3020662955978373,3.3020662955978373,154,False,Greenland,,25-05-2025,unknown,,-11.577839876135078,-11.885049735542756,-11.276114782950662,9.536462464026728e-06,6.89368582479708e-06,1.2673012108334887e-05,9.53636833029911e-06,6.893638302056483e-06,1.2672851504111656e-05,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,16.71030640402353,0.560535,9.048652788350116,0.9908436733136519,-0.4175028729321724,0.4141476860946366,162,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
NGA,['English'],223800000,10.0,8.0,39.2136,2023,4972.7114956424375,8.34986008219233,0.392136,1.25,1.0,0.75,1.25,False,3.274280733190572,4.0928509164882145,3.274280733190572,3.274280733190572,155,False,Nigeria,,25-05-2025,unknown,,4.061455197604594,3.708306394033359,4.386035260910733,59.28968918844798,40.784674835906166,80.32133382975236,1.0685369409391742e-13,1.051289822704271e-33,7.905653815848446e-17,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,15.733004477507437,0.582314,9.03443352561222,0.6461738065590289,-0.34061060597063314,0.39607734182700954,204,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
STP,['Portuguese'],209607,1.0,7.0,61.4607,2023,5950.8564317035425,5.321405782179103,0.614607,1.25,1.0,0.75,1.0,False,3.2705732435677524,3.2705732435677524,3.2705732435677524,3.2705732435677524,156,False,Sao Tome and Principe,,25-05-2025,unknown,,-6.488847552392412,-6.6971866265480795,-6.2741882857232065,0.0015330932134750255,0.0012343807934927095,0.0018843209654853723,0.001530705030495192,0.0012328580375730424,0.0018807736431700377,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,13.331813601586536,0.7839579999999999,8.90642482757585,-0.20066596403917783,0.3713074930785716,0.23339934048429203,129,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
VIR,['English'],87146,18.35,-64.933333,64.3775,2017,6608.5887247621695,4.940247457793744,0.643775,1.25,1.0,0.75,1.25,False,3.1804078071411674,3.975509758926459,3.1804078071411674,3.1804078071411674,157,False,"Virgin Islands, U.S.",,25-05-2025,unknown,,-7.452284891919455,-7.704809862912648,-7.195018317050257,0.000587190150948428,0.00045065537868320995,0.00075031534168509,0.0005868370147152838,0.0004504523341653151,0.0007497525797239274,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,18.43402925484208,0.8415,9.189494508512826,1.5987574706714898,0.5744635069222238,0.5931343478856214,140,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CMR,"['English', 'French']",29442327,6.0,12.0,41.9088,2023,5484.698364377135,7.468972131865236,0.419088,1.25,1.0,0.75,1.25,False,3.130156592799138,3.912695740998923,3.130156592799138,3.130156592799138,158,False,Cameroon,,25-05-2025,unknown,,0.7589504306062284,0.49060077263017343,0.9992245864495595,2.1611577351815994,1.6332971664972313,2.716174854091956,0.24973817095832043,0.17961308542490603,0.31895782554680796,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.197943890820852,0.419088,8.609899687189209,1.1628211789736949,-0.9168912968684804,-0.14343534282966777,30,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
WSM,"['English', 'Samoan']",205557,-13.58333333,-172.33333333,58.1386,2023,15441.816926011068,5.312932270752029,0.581386,1.25,1.0,0.75,1.25,False,3.0888644411634387,3.8610805514542985,3.0888644411634387,3.0888644411634387,159,False,Samoa,,25-05-2025,unknown,,-2.8333766411327357,-3.0927255505610267,-2.580184624220156,0.05952811884027812,0.045378106615346026,0.07576001663187,0.05600907131014965,0.04336495595793125,0.07023246381998662,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.302411609161485,0.138152,8.717814676819952,1.1996643218998357,-1.9087552902156044,-0.006293140015750223,73,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CIV,['French'],31719275,8.0,-5.0,40.6528,2023,5122.027861833726,7.501323252192296,0.406528,1.25,1.0,0.75,1.0,False,3.0494979390672294,3.0494979390672294,3.0494979390672294,3.0494979390672294,160,False,Côte d'Ivoire,,25-05-2025,unknown,,0.4719983531942501,0.19198478125841537,0.7220338206845857,1.6236059407303862,1.2116520781081885,2.0586158131558836,0.31761822553837155,0.2627421905844893,0.3607113749604202,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.272435098227596,0.406528,8.541500922502147,1.1890923586722757,-0.9612352462250594,-0.23035892305732364,13,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
MHL,"['English', 'Marshallese']",42418,9.0,168.0,65.7177,2023,12946.89879378718,4.627550187767521,0.6571769999999999,1.25,1.0,0.75,1.25,False,3.0411195497464956,3.8013994371831195,3.0411195497464956,3.0411195497464956,161,False,Marshall Islands,,25-05-2025,unknown,,-5.85794213329998,-6.167148104379513,-5.550689806795739,0.002908938709376805,0.002097209499957701,0.003884777575938361,0.002900180641072421,0.0020928158211129325,0.00386971535473895,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,14.415781195023367,0.871819,7.707607814777633,0.18162220695426176,0.6815068349908637,-1.290099910810742,123,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LSO,"['English', 'Sotho']",2116427,-29.5,28.5,47.991,2023,9737.23539049232,6.325603293342072,0.47991,1.25,1.0,0.75,1.25,False,3.0357202765077935,3.794650345634742,3.0357202765077935,3.0357202765077935,162,False,Lesotho,,25-05-2025,unknown,,-1.3260716879026633,-1.535704918805136,-1.1347741400564768,0.2674826371871153,0.21530386694691514,0.3214947269585839,0.2040158997568725,0.17359873198261852,0.233104398428135,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,14.878456289975547,0.885029,7.41697451033167,0.34479610337369604,0.7281456543380298,-1.659447039686827,39,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
