alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
LIE,['German'],40900,47.26666666,9.53333333,97.3444,2023,1103.0639621616363,4.611723308007342,0.973444,1.25,1.0,0.75,1.0,False,4.489254383839898,4.489254383839898,4.489254383839898,4.489254383839898,118,False,Liechtenstein,,25-05-2025,unknown,,-12.84976702023197,-13.32027092159156,-12.37703773037694,2.737719305259104e-06,1.641891410098157e-06,4.215255008318953e-06,2.7377111703753674e-06,1.6418887142929646e-06,4.215237239981599e-06,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,16.895729649488754,0.512,9.096294416067234,1.0562377992983774,-0.5888590498447172,0.4746923592037449,170,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
KIR,"['English', 'Gilbertese']",120740,1.41666666,173.0,88.0,2023,13835.747667249623,5.081851171517454,0.88,1.25,1.0,0.75,1.25,False,4.472029030935359,5.590036288669199,4.472029030935359,4.472029030935359,119,False,Kiribati,,25-05-2025,unknown,,-0.9649313118829076,-1.2695986342219006,-0.6596604307040745,0.3875432356770848,0.2809443616352931,0.5170268725929699,0.26024705612100746,0.21213275610795254,0.308298348420578,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,10.845835818729572,0.764208,8.788799789497451,-1.0774079492174433,0.3015787510568811,0.08391726312562327,27,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SYC,"['Seychellois Creole', 'English', 'French']",122729,-4.58333333,55.66666666,87.4009,2023,8406.135789880173,5.088947195586477,0.8740089999999999,1.25,1.0,0.75,1.25,False,4.447785649467341,5.559732061834176,4.447785649467341,4.447785649467341,120,False,Seychelles,,25-05-2025,unknown,,-3.1284035686025407,-3.4188147951170746,-2.8393225836118123,0.04446370233617388,0.03275122986167091,0.05846525888000337,0.04247271754393792,0.03169596179322181,0.05514507576301578,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.058883854432864,0.3465,8.226228974794973,1.11377819347217,-1.1731682551404037,-0.6310177151486007,77,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
NCL,['French'],264596,-21.5,165.5,82.0058,2017,16250.330845857748,5.422583274503567,0.820058,1.25,1.0,0.75,1.0,False,4.4468327949228454,4.4468327949228454,4.4468327949228454,4.4468327949228454,121,False,New Caledonia,,25-05-2025,unknown,,0.5984786757475122,0.3437483768316304,0.855213668592754,1.8414967516750418,1.4102237486892095,2.3518768507027428,0.29101292412181495,0.223875948645019,0.344219628313513,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,17.08553695903627,0.231879,8.369727180205144,1.1231780746787903,-1.577845629280566,-0.4486550975258434,20,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SEN,['French'],18593258,14.0,-14.0,60.6122,2023,4569.936356771596,7.26935549560564,0.606122,1.25,1.0,0.75,1.0,False,4.406116291707482,4.406116291707482,4.406116291707482,4.406116291707482,122,False,Senegal,,25-05-2025,unknown,,1.1929958619176777,1.0574633595484473,1.3199222890044537,3.3074837800581314,2.879058583253291,3.743130485339329,0.12272422191752988,0.08863679673932712,0.16176748971843816,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,15.62547006383628,0.9437760000000001,9.297245833240778,0.608249117140171,0.9355560040873093,0.7300685595264043,51,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
KHM,['Khmer'],17577760,13.0,105.0,60.7171,2023,9914.893053324236,7.244963530486225,0.607171,1.25,1.0,0.75,0.75,False,4.398931751768852,3.2991988138266386,4.398931751768852,4.398931751768852,123,False,Cambodia,,25-05-2025,unknown,,4.4006587124112695,4.254642508234167,4.5288941697030625,81.78824305339873,70.43163396684348,92.656042744532,1.7043532180551976e-27,5.331792618246199e-39,1.8184359589888404e-29,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,11.701394752350417,0.88,9.535083206415052,-0.7756737812484537,0.710390421749317,1.0323207432147365,209,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LAO,['Lao'],7647000,18.0,105.0,63.6255,2023,9455.383447078086,6.88349109018893,0.636255,1.25,1.0,0.75,0.75,False,4.379655623588158,3.2847417176911184,4.379655623588158,4.379655623588158,124,False,Lao People's Democratic Republic,,25-05-2025,unknown,,2.875992175502553,2.763296612918888,2.9784469160294016,17.78085854460446,15.85201486369474,19.65726354524692,6.083817231169016e-07,5.7079738323715586e-08,2.068435050806838e-06,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,15.518438813485714,0.834933,8.21631142681249,0.5705018807989739,0.5512782588788597,-0.6436212874742275,177,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
BRB,['English'],267800,13.16666666,-59.53333333,79.9923,2023,6733.941320680728,5.42781057267599,0.799923,1.25,1.0,0.75,1.25,False,4.341830516726696,5.42728814590837,4.341830516726696,4.341830516726696,125,False,Barbados,,25-05-2025,unknown,,-3.3683085298178415,-3.590996050654005,-3.151224655386461,0.03476218536225751,0.027570855775629913,0.042799680946717995,0.03355362447395104,0.02682108706410104,0.04100651543002904,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,12.49799571223921,0.799923,8.815064376212705,-0.49473261122513473,0.42767303061661205,0.11729523304854209,83,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GIB,['English'],38000,36.13333333,-5.35,94.4445,2016,2003.4594911670542,4.57978359661681,0.9444450000000001,1.25,1.0,0.75,1.25,False,4.325353718906763,5.406692148633454,4.325353718906763,4.325353718906763,126,False,Gibraltar,,25-05-2025,unknown,,-10.77847944701934,-11.197090928757918,-10.358849717052504,2.1531631698080503e-05,1.3715033287657686e-05,3.17119121477539e-05,2.1531137126109242e-05,1.3714845186806907e-05,3.171090651830193e-05,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,16.480230830640718,0.265014,8.483555345871364,0.9097017917008342,-1.4608602182988586,-0.30399822052341247,158,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CPV,['Portuguese'],491233,16.5388,-23.0418,73.539,2023,4544.570455698424,5.6912875341031945,0.73539,1.25,1.0,0.75,1.0,False,4.185315939704148,4.185315939704148,4.185315939704148,4.185315939704148,127,False,Cabo Verde,,25-05-2025,unknown,,-4.576207955400118,-4.7590075485244325,-4.394851438810348,0.010357682126710573,0.008574115569569262,0.012340714540507716,0.010249647257773322,0.008500914377948192,0.012189357155163666,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,13.104673835968857,0.73539,8.42190851154044,-0.28077245991932537,0.19983480738188955,-0.3823412077726933,103,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GUM,"['Chamorro', 'English', 'Spanish']",153836,13.46666666,144.78333333,80.5055,2017,11880.866232958191,5.187057978975404,0.805055,1.25,1.0,0.75,1.25,False,4.1758669612640436,5.219833701580054,4.1758669612640436,4.1758669612640436,128,False,Guam,,25-05-2025,unknown,,-1.9862077479408544,-2.249515766346691,-1.7232466724123872,0.13898000826573534,0.1054502761499096,0.17848572254731362,0.12054468531268453,0.09489673010759049,0.1493097324616229,0.9,1.0,3842.0,20.0,4.0,4.0,12.0,-2.353946211285104,-2.483953725410222,-2.221771369474681,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.629866262492893,5.476434422349469,5.782036096429868,0.6787887,0.2832404461542748,3.2191594724889137,3.0397688625979153,3.4225503116310185,8.722766647297384,0.7868838870640574,3.360481244434161,3.2499998351506054,3.469990415879748,13.55800198552004,0.817221,8.91732552680969,-0.12089499660670891,0.48874481691996396,0.2472523363494252,53,bayes-distance,bayes-distance_20251221T000513Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
