alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
AGO,['Portuguese'],36170961,44.7581,2023,7.558360047369661,0.447581,1.25,1.0,0.75,1.0,False,3.38297834836176,3.38297834836176,3.38297834836176,3.38297834836176,153,False,Angola,,25-05-2025,unknown,,0.5914234223649365,0.42833992889829786,0.7464553353379386,1.8151061373230546,1.5347077012680688,2.109509248028355,0.29506797537493795,0.2558781533485758,0.3307581720511227,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.40376717255515,0.447581,1.2354098858672253,-0.8162947881887825,21,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NRU,"['English', 'Nauru']",11680,81.6554,2020,4.067442842776381,0.816554,1.25,1.0,0.75,1.25,False,3.321286723040425,4.151608403800531,3.321286723040425,3.321286723040425,154,False,Nauru,,25-05-2025,unknown,,-6.941026209449332,-7.287395925058953,-6.55937510702432,0.0009913999906915362,0.0006841084378246675,0.0014167719563941434,0.0009903676581283385,0.0006836405931942657,0.0014147661343039835,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,9.365633256382218,0.816554,-1.599438251309264,0.4863899272526999,127,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GRL,['Greenlandic'],56542,69.4825,2017,4.752371166261774,0.694825,1.25,1.0,0.75,0.75,False,3.3020662955978373,2.476549721698378,3.3020662955978373,3.3020662955978373,155,False,Greenland,,25-05-2025,unknown,,-6.124162829960974,-6.39219682618289,-5.841112806198702,0.0022202419748928136,0.0016745744149777699,0.0029056096307110237,0.0022151777335367145,0.0016717725621032582,0.002897179310057079,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.94273900380909,0.694825,-1.0432326273611574,0.05661726712316145,117,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NGA,['English'],223800000,39.2136,2023,8.34986008219233,0.392136,1.25,1.0,0.75,1.25,False,3.274280733190572,4.0928509164882145,3.274280733190572,3.274280733190572,156,False,Nigeria,,25-05-2025,unknown,,2.677276170853254,2.4377077673628578,2.9101103461793847,14.695730652247443,11.446772019916015,18.358824282901562,2.7663231520828302e-05,1.953029434169386e-07,0.00012229628291496544,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,19.2262633538421,0.392136,1.8781585584338079,-1.0120471983858783,150,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
STP,['Portuguese'],209607,61.4607,2023,5.321405782179103,0.614607,1.25,1.0,0.75,1.0,False,3.2705732435677524,3.2705732435677524,3.2705732435677524,3.2705732435677524,157,False,Sao Tome and Principe,,25-05-2025,unknown,,-5.165301921969299,-5.372516292528742,-4.945893168163897,0.005758547856184573,0.00464243624592296,0.007112562037178389,0.005724936185392035,0.004620933978286261,0.007062152952620004,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.252989627817923,0.614607,-0.5811401094407499,-0.2265979342690403,102,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VIR,['English'],87146,64.3775,2017,4.940247457793744,0.643775,1.25,1.0,0.75,1.25,False,3.1804078071411674,3.975509758926459,3.1804078071411674,3.1804078071411674,158,False,"Virgin Islands, U.S.",,25-05-2025,unknown,,-6.136711424252484,-6.3875525109844,-5.87607091365409,0.0021875218198130274,0.0016823697463159346,0.0028057889629894707,0.0021826283876781372,0.0016795417578785213,0.002797927544429725,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.375340152017603,0.643775,-0.8906650573345058,-0.12361829136834804,119,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CMR,"['English', 'French']",29442327,41.9088,2023,7.468972131865236,0.419088,1.25,1.0,0.75,1.25,False,3.130156592799138,3.912695740998923,3.130156592799138,3.130156592799138,159,False,Cameroon,,25-05-2025,unknown,,-0.10980613401023426,-0.28062474293018375,0.05307207503990601,0.900548434991484,0.7553117235995576,1.0545056943558226,0.3641151693039051,0.35489387961055374,0.3678449629239652,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.197943890820852,0.419088,1.1628211789736949,-0.9168912968684804,3,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
WSM,"['English', 'Samoan']",205557,58.1386,2023,5.312932270752029,0.581386,1.25,1.0,0.75,1.25,False,3.0888644411634387,3.8610805514542985,3.0888644411634387,3.0888644411634387,160,False,Samoa,,25-05-2025,unknown,,-5.640700458207565,-5.84864639776616,-5.420307460912876,0.0035800263432357775,0.0028838010676057657,0.004425786956661621,0.003567018810772194,0.002875496738595479,0.004406242645438617,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.233478646720625,0.581386,-0.5880211428988855,-0.3438869742033487,109,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CIV,['French'],31719275,40.6528,2023,7.501323252192296,0.406528,1.25,1.0,0.75,1.0,False,3.0494979390672294,3.0494979390672294,3.0494979390672294,3.0494979390672294,161,False,Côte d'Ivoire,,25-05-2025,unknown,,-0.16247310060212214,-0.33919066459915376,0.006798271480006151,0.8546778731740401,0.7123466366202531,1.0068214426451103,0.3616728213922114,0.3494002039279089,0.36779178841427795,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.272435098227596,0.406528,1.1890923586722757,-0.9612352462250594,5,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MHL,"['English', 'Marshallese']",42418,65.7177,2023,4.627550187767521,0.6571769999999999,1.25,1.0,0.75,1.25,False,3.0411195497464956,3.8013994371831195,3.0411195497464956,3.0411195497464956,162,False,Marshall Islands,,25-05-2025,unknown,,-7.074690691176561,-7.354849490616573,-6.7822941403745025,0.000859176247498732,0.000639484691966934,0.00113367221914498,0.000858415620263413,0.0006390758819809055,0.0011323877344316079,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.655328079435291,0.6571769999999999,-1.1445952485941657,-0.07630160273165475,129,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LSO,"['English', 'Sotho']",2116427,47.991,2023,6.325603293342072,0.47991,1.25,1.0,0.75,1.25,False,3.0357202765077935,3.794650345634742,3.0357202765077935,3.0357202765077935,163,False,Lesotho,,25-05-2025,unknown,,-3.381156933216093,-3.522109614268098,-3.2354218614485366,0.03413532510041024,0.029537058596575537,0.039343605709844354,0.032981467293080054,0.02867737946298397,0.03782574125700708,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.565239847443495,0.47991,0.23433252340540067,-0.7021550159954034,72,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TUV,"['English', 'Tuvaluan']",10643,74.3146,2023,4.027064062151045,0.743146,1.25,1.0,0.75,1.25,False,2.9926965495313005,3.7408706869141257,2.9926965495313005,2.9926965495313005,164,False,Tuvalu,,25-05-2025,unknown,,-8.068900626696529,-8.411842616728771,-7.693771282319703,0.00032072797845815107,0.000222221021667832,0.0004556576133723888,0.0003206200426254114,0.00022217164496804304,0.00045545003672025334,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,9.272657678041044,0.743146,-1.6322284048215199,0.22721790222342028,135,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GMB,['English'],2422712,45.9137,2023,6.384301790429396,0.45913699999999996,1.25,1.0,0.75,1.25,False,2.9312691711523815,3.664086463940477,2.9312691711523815,2.9312691711523815,165,False,Gambia,,25-05-2025,unknown,,-3.449703878408819,-3.5962806006713026,-3.30106146029448,0.03187830346263444,0.027425541523334214,0.036844039154288064,0.030870565098501727,0.02668360169665518,0.03551125919700614,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.700398131817925,0.45913699999999996,0.28199945887557365,-0.775495530325357,76,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TON,"['English', 'Tongan']",100179,58.5334,2023,5.0007766921902945,0.585334,1.25,1.0,0.75,1.25,False,2.927124624346514,3.658905780433143,2.927124624346514,2.927124624346514,166,False,Tonga,,25-05-2025,unknown,,-6.70341419794577,-6.940628738570571,-6.446308141838819,0.001240290051966949,0.0009676620082320152,0.0015863690180166045,0.0012387184807113826,0.0009667260913526852,0.0015838544463979748,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.514713864829446,0.585334,-0.8415114460291425,-0.3299482869374429,124,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ZWE,"['Chibarwe', 'English', 'Kalanga', 'Khoisan', 'Ndau', 'Northern Ndebele', 'Chewa', 'Shona', 'Sotho', 'Tonga', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zimbabwean Sign Language']",17073087,38.4266,2023,7.232312053385075,0.384266,1.25,1.0,0.75,1.25,False,2.7791316235060695,3.473914529382587,2.7791316235060695,2.7791316235060695,167,False,Zimbabwe,,25-05-2025,unknown,,-1.422170797473726,-1.5892312022964168,-1.2553613550740417,0.24245585842998793,0.2040824584917,0.2849728544100532,0.18982994629630345,0.16640784084400256,0.21430946602226608,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.65301392200563,0.384266,0.9706380525045887,-1.0398327781180658,32,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
HTI,"['French', 'Haitian Creole']",11867032,39.262,2019,7.074342113461789,0.39262,1.25,1.0,0.75,1.0,False,2.777528200587368,2.777528200587368,2.777528200587368,2.777528200587368,168,False,Haiti,,25-05-2025,unknown,,-1.8748069095666813,-2.037913298993848,-1.7128711013075915,0.15411858755567495,0.13030032621123483,0.1803472650622252,0.13192601285757288,0.11438176409267602,0.1505863928030241,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.289274693197108,0.39262,0.8423563535481725,-1.0103384028851947,36,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
KEN,"['English', 'Swahili']",53330978,34.9762,2024,7.726979547982685,0.34976199999999996,1.25,1.0,0.75,1.25,False,2.7026038206615195,3.3782547758268993,2.7026038206615195,2.7026038206615195,169,False,Kenya,,25-05-2025,unknown,,-0.11658633754396325,-0.325329656496141,0.08672608020628748,0.8968984834950818,0.7222892370413772,1.0905979789729243,0.36299884987303943,0.3507719825249462,0.36785212147135754,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.7920279210548,0.34976199999999996,1.372339709518014,-1.161651538356872,4,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,6.788322539534806,0.383791,1.25,1.0,0.75,1.0,False,2.6052970957706028,2.6052970957706028,2.6052970957706028,2.6052970957706028,170,False,Congo,,25-05-2025,unknown,,-3.0153072877887457,-3.174826877433451,-2.853905781409668,0.04926483322326655,0.04180134121424926,0.05761883546569483,0.046875048262159755,0.04009000631865639,0.05439273966716189,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.63069028596833,0.383791,0.6100901584989014,-1.0415097984958028,67,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MLI,['French'],22395489,35.0921,2023,7.350160549597546,0.35092100000000004,1.25,1.0,0.75,1.0,False,2.5793256902253208,2.5793256902253208,2.5793256902253208,2.5793256902253208,171,False,Mali,,25-05-2025,unknown,,-1.4477690985688216,-1.6396869447220195,-1.2646598592963467,0.23658980373684552,0.19404077943189085,0.28233531457687694,0.18624950797600032,0.15981670431645206,0.2128867020031947,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.92437011261623,0.35092100000000004,1.0663385719890937,-1.1575596086351938,33,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SYR,['Arabic'],25620000,34.65,2019,7.408579125408668,0.3465,1.25,1.0,0.75,0.75,False,2.567072666954103,1.9253045002155773,2.567072666954103,2.567072666954103,172,False,Syrian Arab Republic,,25-05-2025,unknown,,-1.2982224471463355,-1.4947232335086933,-1.1100433022862437,0.2748330662724103,0.22431073110231373,0.32954469454008195,0.20813410549186584,0.1792392416907884,0.23702539541046636,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.058883854432864,0.3465,1.11377819347217,-1.1731682551404037,27,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TGO,['French'],8095498,37.0223,2023,6.908243569828069,0.370223,1.25,1.0,0.75,1.0,False,2.5575906591524573,2.5575906591524573,2.5575906591524573,2.5575906591524573,173,False,Togo,,25-05-2025,unknown,,-2.768514336813458,-2.9320813682665268,-2.5982843901012367,0.06307601422255847,0.053286015855294966,0.07440111450597071,0.05918323600607446,0.05052094052232786,0.06906649970874724,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.906818662658083,0.370223,0.7074737082685235,-1.0894125616224002,59,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,5.507058033583555,0.45731299999999997,1.25,1.0,0.75,1.25,False,2.5184492305121964,3.1480615381402455,2.5184492305121964,2.5184492305121964,174,False,Vanuatu,,25-05-2025,observed_zero,0.0,-6.6093205038727465,-6.8068666352169105,-6.403258017864888,0.0013580799590277792,0.0011061544619486855,0.0016561536988490728,0.001356208508486046,0.0011049315607293898,0.0016534131238077766,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.680469734382598,0.45731299999999997,-0.43037860230330116,-0.7819352885758666,123,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MRT,['Arabic'],4927532,37.3809,2023,6.69262945332252,0.37380899999999995,1.25,1.0,0.75,0.75,False,2.5017651233170377,1.8763238424877784,2.5017651233170377,2.5017651233170377,175,False,Mauritania,,25-05-2025,unknown,,-3.4910492692955595,-3.654968382098996,-3.325521766411185,0.030621142991298214,0.0258623162406077,0.035953755785790104,0.029688719137121497,0.02520203188051471,0.03468404540588088,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.410348812153323,0.37380899999999995,0.5323812495529566,-1.0767519404127912,77,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SLB,['English'],750325,42.4597,2023,5.875249416903541,0.424597,1.25,1.0,0.75,1.25,False,2.494613276668993,3.118266595836241,2.494613276668993,2.494613276668993,176,False,Solomon Islands,,25-05-2025,unknown,,-5.731791748937928,-5.910164765503742,-5.545572954102753,0.003260923042363552,0.0027117411408820397,0.0039047063532017677,0.003250177950748138,0.002704397561815068,0.0038894893497403086,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.528261724984052,0.424597,-0.13138364024698918,-0.8974413910559491,112,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
