alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
SEN,['French'],18593258,60.6122,2023,7.26935549560564,0.606122,1.25,1.0,0.75,1.0,False,4.406116291707482,4.406116291707482,4.406116291707482,4.406116291707482,123,False,Senegal,,25-05-2025,unknown,,1.6827797385851282,1.591615822370926,1.7744761904960158,5.389066916814316,4.911678923413286,5.8971913673480385,0.025323281442813546,0.016200470441238467,0.03615055076180904,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.73830959985589,0.606122,1.0007196978198654,-0.256554814069245,81,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
KHM,['Khmer'],17577760,60.7171,2023,7.244963530486225,0.607171,1.25,1.0,0.75,0.75,False,4.398931751768852,3.2991988138266386,4.398931751768852,4.398931751768852,124,False,Cambodia,,25-05-2025,unknown,,1.6096605404732431,1.5187454006819572,1.701378094802957,5.008898270505623,4.5664924867329795,5.481496213552276,0.03423355705263126,0.022819995974059547,0.04746574083255513,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.682145024583093,0.607171,0.9809118614180554,-0.25285124696135886,71,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LAO,['Lao'],7647000,63.6255,2023,6.88349109018893,0.636255,1.25,1.0,0.75,0.75,False,4.379655623588158,3.2847417176911184,4.379655623588158,4.379655623588158,125,False,Lao People's Democratic Republic,,25-05-2025,unknown,,0.7074808490286764,0.6247015304262006,0.7911520955561447,2.0314668042215542,1.8676884648508396,2.2059364162574573,0.26643384021250466,0.24297801369971642,0.28852114042660837,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.849823972026362,0.636255,0.6873731110091028,-0.15016817187483472,23,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BRB,['English'],267800,79.9923,2023,5.42781057267599,0.799923,1.25,1.0,0.75,1.25,False,4.341830516726696,5.42728814590837,4.341830516726696,4.341830516726696,126,False,Barbados,,25-05-2025,unknown,,-2.3020462360629947,-2.506989985010926,-2.0846857904215064,0.10089846509448551,0.08151323664116196,0.12434618848734594,0.09106657606119498,0.07513242065769979,0.10980689518072545,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.49799571223921,0.799923,-0.49473261122513473,0.42767303061661205,48,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GIB,['English'],38000,94.4445,2016,4.57978359661681,0.9444450000000001,1.25,1.0,0.75,1.25,False,4.325353718906763,5.406692148633454,4.325353718906763,4.325353718906763,127,False,Gibraltar,,25-05-2025,unknown,,-3.3964127383563576,-3.712493836005106,-3.0602286482547774,0.03417484761883339,0.02441657832759494,0.04687698166423979,0.032980822232669516,0.02382762737917916,0.04473023930604075,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.545341438708522,0.9444450000000001,-1.1833847769635848,0.9379179548930062,73,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CPV,['Portuguese'],491233,73.539,2023,5.6912875341031945,0.73539,1.25,1.0,0.75,1.0,False,4.185315939704148,4.185315939704148,4.185315939704148,4.185315939704148,128,False,Cabo Verde,,25-05-2025,unknown,,-2.225059337130435,-2.4006184554162004,-2.040358123401011,0.10869411879137793,0.09066186907981959,0.12998215390740164,0.09738148175072305,0.08280388560641876,0.11413877235683494,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.104673835968857,0.73539,-0.28077245991932537,0.19983480738188955,46,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GUM,"['Chamorro', 'English', 'Spanish']",153836,80.5055,2017,5.187057978975404,0.805055,1.25,1.0,0.75,1.25,False,4.1758669612640436,5.219833701580054,4.1758669612640436,4.1758669612640436,129,False,Guam,,25-05-2025,unknown,,-3.0937092156463204,-3.320688763354049,-2.8459158254102084,0.04581891039834986,0.03612794273172703,0.058081063430812,0.043724636822775435,0.034846010553668906,0.05480374839746219,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.943642378884586,0.805055,-0.6902391219136438,0.4457919118346025,68,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NAM,"['Afrikaans', 'German', 'English', 'Herero', 'Khoekhoe', 'Kwangali', 'Lozi', 'Ndonga', 'Tswana']",3022401,64.4061,2023,6.480352084269662,0.644061,1.25,1.0,0.75,1.25,False,4.1737420437468025,5.217177554683503,4.1737420437468025,4.1737420437468025,130,False,Namibia,,25-05-2025,unknown,,-0.628706335703512,-0.7306491148028705,-0.5255299890234802,0.5343238144909478,0.4815962788342134,0.5912419328020857,0.31267043181248977,0.29752846101879665,0.32733475389381134,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.921562106592217,0.644061,0.3599984432714392,-0.12260854857248961,19,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NPL,['Nepali'],29911840,55.7716,2023,7.475843129088429,0.557716,1.25,1.0,0.75,0.75,False,4.169397326582682,3.127047994937011,4.169397326582682,4.169397326582682,131,False,Nepal,,25-05-2025,unknown,,1.7721720510447643,1.6515181093027802,1.8906973360357573,5.898612081489813,5.214890597337926,6.623986221260957,0.017131977377369205,0.008797489689847417,0.028343076809584672,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.21376494660098,0.557716,1.1684008683610805,-0.4274555475528887,90,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
HND,['Spanish'],9892632,58.2789,2023,6.995311853882634,0.582789,1.25,1.0,0.75,1.0,False,4.0767908000124065,4.0767908000124065,4.0767908000124065,4.0767908000124065,132,False,Honduras,,25-05-2025,unknown,,0.390746709246021,0.294442957560397,0.48799687985894763,1.4805641591870518,1.3423783908949432,1.6290497720008024,0.33640932939424445,0.31948246459104285,0.3506609655294064,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.107300795594696,0.582789,0.7781787260026797,-0.33893358559289627,12,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GTM,['Spanish'],18079810,56.0535,2023,7.25719386217999,0.560535,1.25,1.0,0.75,1.0,False,4.067911161537061,4.067911161537061,4.067911161537061,4.067911161537061,133,False,Guatemala,,25-05-2025,unknown,,1.0285130771771376,0.9216047311301552,1.1357593813521545,2.802796774386697,2.5133204293921496,3.1135370165818164,0.17076066335345477,0.13837642040708284,0.20357604983078886,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.71030640402353,0.560535,0.9908436733136519,-0.4175028729321724,34,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BLZ,"['Belizean Creole', 'English', 'Spanish']",417634,72.3595,2023,5.620795847779911,0.723595,1.25,1.0,0.75,1.25,False,4.067179771474305,5.083974714342881,4.067179771474305,4.067179771474305,134,False,Belize,,25-05-2025,unknown,,-2.635025820212997,-2.817293079982015,-2.4435045884659288,0.072168480765298,0.05976751757804948,0.08685592635234027,0.06708472724899318,0.056300014819021735,0.0796303097794089,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.942360729860852,0.723595,-0.3380162196387061,0.158191743475771,53,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
DMA,['English'],67408,83.8255,2023,4.828711441782772,0.8382550000000001,1.25,1.0,0.75,1.25,False,4.047691509631618,5.059614387039523,4.047691509631618,4.047691509631618,135,False,Dominica,,25-05-2025,unknown,,-3.929568593388081,-4.1975307854465935,-3.634931690962241,0.019947624764313224,0.015032652189755422,0.02638573867812257,0.019541909669266104,0.014808361583916872,0.025698636140106285,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.118518984218797,0.8382550000000001,-0.9812394389900645,0.563006809815369,88,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CYM,['English'],84738,81.0677,2017,4.928078209497234,0.810677,1.25,1.0,0.75,1.25,False,3.9950796586405892,4.993849573300737,3.9950796586405892,3.9950796586405892,136,False,Cayman Islands,,25-05-2025,unknown,,-3.9439489008597834,-4.1991612458884795,-3.6641473359944237,0.019632665144660572,0.015008160699975811,0.02562601400196214,0.019240788254694587,0.014784597643824123,0.024977664166839945,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.347319422297119,0.810677,-0.9005472656030964,0.46564077196857445,89,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TJK,"['Russian', 'Tajik']",10499000,56.791,2023,7.021147935720995,0.5679099999999999,1.25,1.0,0.75,0.75,False,3.9873801241753095,2.990535093131482,3.9873801241753095,3.9873801241753095,137,False,Tajikistan,,25-05-2025,unknown,,0.28372430810846,0.18381148643607098,0.38371515910425674,1.3305099745408948,1.2017892493904658,1.4677273596417162,0.35113643525761684,0.33823573252388034,0.36132488673637864,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.166790572497078,0.5679099999999999,0.7991592775823746,-0.39146492496204777,8,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NIC,['Spanish'],6803886,58.2314,2023,6.832757028340634,0.582314,1.25,1.0,0.75,1.0,False,3.978810076201148,3.978810076201148,3.978810076201148,3.978810076201148,138,False,Nicaragua,,25-05-2025,unknown,,-0.196571597962012,-0.29237859268485356,-0.0959336289120524,0.822977233801496,0.7464858701894629,0.9085243148148237,0.36077801527301606,0.35385627133749525,0.3662431057839239,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.733004477507437,0.582314,0.6461738065590289,-0.34061060597063314,6,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PYF,['French'],279500,72.7039,2017,5.446381812222442,0.727039,1.25,1.0,0.75,1.0,False,3.959731986376392,3.959731986376392,3.959731986376392,3.959731986376392,139,False,French Polynesia,,25-05-2025,unknown,,-3.2122185683619384,-3.412523291577445,-3.0041496386899187,0.040575205212850046,0.03295793398865161,0.049580906493424115,0.03893800691237404,0.03188941340453073,0.04718258623999821,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.540757571577291,0.727039,-0.4796515764288793,0.17035102385666734,69,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SMR,['Italian'],34132,87.0278,2023,4.533161736960601,0.870278,1.25,1.0,0.75,1.0,False,3.945110930118598,3.945110930118598,3.945110930118598,3.945110930118598,140,False,San Marino,,25-05-2025,observed_one,1.0,-4.5567688100225885,-4.863933042433983,-4.225003279871678,0.010698734124729669,0.007720061812323742,0.014625287831725755,0.01058045950903474,0.007660691921860743,0.014412945354829171,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.437990639656476,0.870278,-1.2212447101135906,0.6760662278285637,97,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
DJI,"['Arabic', 'French']",1066809,65.0248,2023,6.028086670904087,0.6502479999999999,1.25,1.0,0.75,1.0,False,3.9197513015820404,3.9197513015820404,3.9197513015820404,3.9197513015820404,141,False,Djibouti,,25-05-2025,unknown,,-2.162158513094114,-2.3013151734191473,-2.0150519548353296,0.11549865407170291,0.10012707421471752,0.1333134785979459,0.1028180867965288,0.09058721117655721,0.1166747159096625,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.880182507699853,0.6502479999999999,-0.007270010675789815,-0.10076491683131511,45,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ATG,['English'],103603,77.5756,2023,5.015372331322167,0.7757559999999999,1.25,1.0,0.75,1.25,False,3.8907051782571584,4.863381472821448,3.8907051782571584,3.8907051782571584,142,False,Antigua and Barbuda,,25-05-2025,unknown,,-4.099861548055801,-4.343300551033459,-3.8370341802369134,0.016775263931104935,0.012993573926803755,0.021557446813143106,0.01648950826658065,0.01282583306114103,0.021097696470183877,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.548321565917217,0.7757559999999999,-0.8296588531491259,0.3423497643665761,91,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VCT,['English'],110872,75.9927,2023,5.044821881759084,0.759927,1.25,1.0,0.75,1.25,False,3.8336963581395356,4.792120447674419,3.8336963581395356,3.8336963581395356,143,False,Saint Vincent and the Grenadines,,25-05-2025,unknown,,-4.206698465552302,-4.445765669627447,-3.948088465042958,0.015068290624180313,0.011728124029201228,0.01929154402356486,0.014837743071161463,0.011591378580129022,0.0189229471848189,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.61613166174864,0.759927,-0.8057439338588795,0.28646438424195164,92,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LKA,"['Sinhala', 'Tamil']",21763170,51.2,2023,7.337722154502129,0.512,1.25,1.0,0.75,0.75,False,3.75691374310509,2.8176853073288175,3.75691374310509,3.75691374310509,144,False,Sri Lanka,,25-05-2025,unknown,,0.6660114392834836,0.5386776654515787,0.7922314759644894,1.9521909356734461,1.7137392306446515,2.208318745564826,0.277060741412878,0.2426616318082085,0.30879996822879824,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.895729649488754,0.512,1.0562377992983774,-0.5888590498447172,22,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GNQ,"['French', 'Portuguese', 'Spanish']",1668768,60.3661,2023,6.222395963208134,0.603661,1.25,1.0,0.75,1.0,False,3.7562177695461854,3.7562177695461854,3.7562177695461854,3.7562177695461854,145,False,Equatorial Guinea,,25-05-2025,unknown,,-2.091918255714143,-2.2158314572345303,-1.9626598565150029,0.12381680668502952,0.10906280036066741,0.14048425656641228,0.10932183293604576,0.09779378810741232,0.12207201689854456,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.327596187589377,0.603661,0.1505215675946519,-0.26524354491053026,43,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GRD,['English'],109021,74.1201,2023,5.037510161295513,0.7412009999999999,1.25,1.0,0.75,1.25,False,3.733807569062395,4.667259461327994,3.733807569062395,3.733807569062395,146,False,Grenada,,25-05-2025,unknown,,-4.48373208762497,-4.721294385659764,-4.226219524769035,0.011420899156272379,0.008903649394389465,0.014607513162633479,0.011288232957189651,0.00882472625890954,0.014395684559795214,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.599295803205079,0.7412009999999999,-0.8116815187172196,0.22035094509773956,95,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LCA,['English'],184100,70.0834,2023,5.265053788504015,0.700834,1.25,1.0,0.75,1.25,False,3.6899287068124225,4.612410883515528,3.6899287068124225,3.6899287068124225,147,False,Saint Lucia,,25-05-2025,unknown,,-4.211376458684938,-4.429866122369999,-3.9835494520995507,0.014959653530792144,0.011916085868144192,0.01861943446580011,0.014733556988236399,0.011774935416258719,0.01827595869877167,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,12.123234367221169,0.700834,-0.626901533998689,0.07783245754383662,93,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BGD,['Bengali'],169828911,44.5027,2023,8.230011624771146,0.44502699999999995,1.25,1.0,0.75,0.75,False,3.6625773833370285,2.7469330375027714,3.6625773833370285,3.6625773833370285,148,False,Bangladesh,,25-05-2025,unknown,,2.9576159731875022,2.74602695457074,3.1614266754746025,19.407717357246682,15.580607709426427,23.604254162146656,5.976524651965965e-07,1.3238962883035377e-09,2.6669866635112996e-06,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.950302082365745,0.44502699999999995,1.7808339424799013,-0.8253118619671826,165,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
KNA,['English'],51320,76.4208,2023,4.710286647702891,0.764208,1.25,1.0,0.75,1.25,False,3.599638738467731,4.499548423084664,3.599638738467731,3.599638738467731,149,False,Saint Kitts and Nevis,,25-05-2025,unknown,,-5.34493302089455,-5.6245454393582754,-5.049112564041153,0.004845492280023332,0.00360820391173484,0.0064150250130627934,0.004821346256364668,0.0035952082358796738,0.00637400418049467,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.845835818729572,0.764208,-1.0774079492174433,0.3015787510568811,104,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VGB,['English'],39471,77.7043,2017,4.596278129409967,0.777043,1.25,1.0,0.75,1.25,False,3.571505746511109,4.464382183138886,3.571505746511109,3.571505746511109,150,False,"Virgin Islands, British",,25-05-2025,unknown,,-5.5804164497103965,-5.872558404865568,-5.267604480000661,0.003834743133174222,0.0028156615122668393,0.00515594828636774,0.003819564956003408,0.0028077447132556716,0.005129432895070813,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.583321504033949,0.777043,-1.1699901609295082,0.34689360694793947,107,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CUW,"['English', 'Dutch', 'Papiamento']",156115,68.1272,2017,5.193444633390771,0.681272,1.25,1.0,0.75,1.25,False,3.5381484122793974,4.422685515349246,3.5381484122793974,3.5381484122793974,151,False,Curaçao,,25-05-2025,unknown,,-4.729403631653899,-4.953897512468265,-4.493992666355066,0.008916076937646854,0.007055855997132677,0.011175934413853663,0.008835425974606473,0.0070062461190109615,0.011051728243931542,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.958348194135517,0.681272,-0.6850527498769843,0.008767462534808208,99,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SWZ,"['English', 'Swazi']",1235549,57.62,2023,6.09185997354031,0.5761999999999999,1.25,1.0,0.75,1.25,False,3.510129716753926,4.387662145942407,3.510129716753926,3.510129716753926,152,False,Eswatini,,25-05-2025,observed_multi,4.0,-2.9263793702269796,-3.0631146327691807,-2.783418319483055,0.05378571204222054,0.04674188757354868,0.06182680299512627,0.05094980263717881,0.04460735791709477,0.058120019420417626,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.02702596368102,0.5761999999999999,0.04451799161255263,-0.36219650615901905,66,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
