alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
MWI,"['English', 'Chewa']",20734262,-13.5,34.0,17.9881,2023,8242.399750771834,7.316688582018264,0.17988099999999999,1.25,1.0,0.75,1.25,False,1.3161332588220271,1.645166573527534,1.3161332588220271,1.3161332588220271,198,False,Malawi,,25-05-2025,unknown,,-0.9179453616629281,-1.3637173573706998,-0.5223581445997394,0.41210890159002894,0.25570845009730164,0.5931202357255012,0.26746769871378695,0.19801236478804962,0.3277584487913773,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.348662673310546,0.980206,9.336528361490286,1.2159759116808408,1.064174640636686,0.7799901920509629,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,24
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,15.0,39.0,20.0104,2023,5600.447726817588,6.557146142318363,0.200104,1.25,1.0,0.75,1.25,False,1.3121111716624736,1.640138964578092,1.3121111716624736,1.3121111716624736,199,False,Eritrea,,25-05-2025,unknown,,-5.81101303930214,-6.200554872181068,-5.466900835860805,0.003067257079450816,0.002028305879141281,0.0042243047112292,0.0030574183469042697,0.0020241960238121743,0.004206497598678713,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.098386959885676,0.200104,8.630780365958017,0.42236013209039464,-1.6900294661281217,-0.11689943440394542,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,121
BFA,['French'],24070553,13.0,-2.0,17.0226,2023,4558.991992426907,7.381486067927281,0.17022600000000002,1.25,1.0,0.75,1.0,False,1.2565208473989895,1.2565208473989895,1.2565208473989895,1.2565208473989895,200,False,Burkina Faso,,25-05-2025,unknown,,-3.261511285932162,-3.702765554253929,-2.860623866043077,0.039564507739718154,0.02465524770524827,0.05723304445087169,0.03793718247777671,0.024054798986852036,0.05404939697205376,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.99649978415259,0.17022600000000002,8.425076146460158,1.0917768972424946,-1.7955158131723787,-0.3783156647773515,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,79
PLW,"['English', 'Palauan']",16733,7.5,134.5,26.9703,2004,12063.401260879404,4.223573811054687,0.269703,1.25,1.0,0.75,1.25,False,1.1391105275628826,1.4238881594536033,1.1391105275628826,1.1391105275628826,201,False,Palau,,25-05-2025,observed_zero,0.0,-12.408362502937603,-12.825480485298746,-11.998827284955746,4.219122687692883e-06,2.6923154066195163e-06,6.152421992150412e-06,4.219103696677784e-06,2.6923081580670225e-06,6.152384139970459e-06,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.282046070385316,0.24066700000000002,9.546430270667054,0.8398069996650372,-1.546818987007826,1.0467409956033562,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,169
YEM,['Arabic'],32684503,15.0,48.0,13.8152,2020,6109.810390375518,7.514341885477597,0.138152,1.25,1.0,0.75,0.75,False,1.038121360162501,0.7785910201218758,1.038121360162501,1.038121360162501,202,False,Yemen,,25-05-2025,unknown,,-1.7679269590988838,-2.2443685475353643,-1.3392359103201514,0.177054822215985,0.10599445199171023,0.262045819634815,0.14660425370597432,0.09533455136341952,0.20163790772979925,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.960246303627507,0.7565919999999999,9.165680493485038,1.4316661120696808,0.2746899359056304,0.5628706515267582,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,49
TCD,"['Arabic', 'French']",19340757,15.0,19.0,13.1832,2023,4705.393967769562,7.286473468427895,0.131832,1.25,1.0,0.75,1.0,False,0.9605903702897862,0.9605903702897862,0.9605903702897862,0.9605903702897862,203,False,Chad,,25-05-2025,unknown,,-3.9972028230634917,-4.459530686125413,-3.579341635080044,0.01901787175197108,0.011567791956290763,0.027894057864061746,0.018635349746113753,0.011434749134559177,0.027126731071634505,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.906818662658083,0.370223,8.541658178598208,0.7074737082685235,-1.0894125616224002,-0.23015907642347253,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,93
BDI,"['French', 'Kirundi']",12332788,-3.5,30.0,11.0784,2023,7046.964812275331,7.0910612660640675,0.11078400000000001,1.25,1.0,0.75,1.0,False,0.7855761312996417,0.7855761312996417,0.7855761312996417,0.7855761312996417,204,False,Burundi,,25-05-2025,unknown,,-3.4041773666730903,-3.8785548513344583,-2.9811805285879767,0.03446433851128178,0.0206806914721893,0.05073291062303443,0.033215787727483743,0.020257392607444552,0.0482232808046127,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.327771964746606,0.11078400000000001,8.860494175020596,0.8559333752395994,-2.005379908526978,0.17502903539820572,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,84
UGA,"['English', 'Swahili']",45905417,1.0,32.0,8.94983,2024,6661.8249932357285,7.661863936831315,0.0894983,1.25,1.0,0.75,1.25,False,0.6857237971777101,0.8571547464721376,0.6857237971777101,0.6857237971777101,205,False,Uganda,,25-05-2025,observed_multi,59.0,-1.2770864335592134,-1.8019682910840755,-0.8064382742557398,0.2913785521908143,0.16497385291569827,0.4464453656212242,0.213093360369647,0.1398839487272016,0.28567981303368434,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.30782753299391,0.823755,7.780842881273602,1.2015743823376885,0.5118135561791908,-1.1970301864207606,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,36
SSD,['English'],15786898,7.0,30.0,9.27123,2020,5960.601122696266,7.198296802976665,0.0927123,1.25,1.0,0.75,1.25,False,0.6673706526866134,0.8342133158582667,0.6673706526866134,0.6673706526866134,206,False,South Sudan,,25-05-2025,unknown,,-3.8347164102058513,-4.323192688819777,-3.3976894709065584,0.022459978216658114,0.013257490901863171,0.03345047016318619,0.0219237831718514,0.013082889753661873,0.0323500436980626,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,12.252989627817923,0.614607,8.691458455204462,-0.5811401094407499,-0.2265979342690403,-0.03978756282548385,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,89
CAF,"['French', 'Sango']",6470307,7.0,21.0,7.50916,2019,5619.121474387147,6.810924887352293,0.0750916,1.25,1.0,0.75,1.0,False,0.5114432472711034,0.5114432472711034,0.5114432472711034,0.5114432472711034,207,False,Central African Republic,,25-05-2025,unknown,,-6.0577478095173145,-6.544319930952585,-5.630437070726532,0.0024294365762383115,0.0014382628749117787,0.0035870082255148967,0.002423102965076413,0.0014361957616754097,0.0035741646461691246,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.682734115119539,0.0750916,8.634108557313779,0.6284447111425181,-2.1313943972224205,-0.11266985058544958,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,124
TKL,"['English', 'Samoan', 'Tokelauan']",2608,-9.0,-172.0,,,14932.336260013946,3.4163075870598827,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,208,False,Tokelau,,25-05-2025,unknown,,-10.536830001751902,-10.99733791492664,-10.054974666223782,2.765373795056681e-05,1.6747223860173638e-05,4.297244893722303e-05,2.7652907546488835e-05,1.6746943392931904e-05,4.2970602345438756e-05,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.769649755335378,0.21251,8.472574469772706,0.6590976765355958,-1.6462292244308512,-0.31795310799687343,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,155
ATA,[],1300,-90.0,0.0,,,16012.069436816457,3.113943352306837,,1.25,1.0,0.75,0.75,False,0.0,0.0,0.0,0.0,209,False,Antarctica,,25-05-2025,unknown,,-11.620655175844611,-12.119864942138097,-11.097345892404151,9.423885045860394e-06,5.451163583569141e-06,1.5153487027672305e-05,9.423787199320014e-06,5.451133868465257e-06,1.5153257401236983e-05,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,7.170119543449628,,9.681160507590878,-2.373740847429197,0.0,1.2179609673663008,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,163
ASM,"['English', 'Samoan']",49710,-14.33333333,-170.0,0.0,1990,15481.564959696016,4.6964437631389995,0.0,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,210,False,American Samoa,,25-05-2025,unknown,,-12.246586668713483,-12.793976187198822,-11.721130588054518,5.05718213932366e-06,2.7784533118044427e-06,8.121404688130597e-06,5.0571538526532195e-06,2.7784455920114025e-06,8.121338731181488e-06,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.813961399088718,0.0,9.647469828488608,-1.088649257223105,-2.396510488584243,1.1751456554046174,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,166
WLF,['French'],11620,-13.3,-176.2,,,15460.917628000761,4.065206128054312,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,211,False,Wallis and Futuna,,25-05-2025,unknown,,-7.422054132771534,-7.808765355208751,-7.018826969736612,0.0006153068857299686,0.00040616020741537776,0.0008948757010036083,0.0006149059882587449,0.0004059952747926619,0.0008940752564914777,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,12.233478646720625,0.581386,9.644899250332495,-0.5880211428988855,-0.3438869742033487,1.1718788733566272,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,138
ALA,['Swedish'],30654,60.116667,19.9,,,1479.042966831538,4.486487153065907,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,212,False,Åland Islands,,25-05-2025,unknown,,-15.522148834699374,-15.901698459855083,-15.142429095838162,1.8729121782515641e-07,1.2515955187296473e-07,2.662934949198773e-07,1.8729118087667576e-07,1.2515953620805011e-07,2.6629342400766127e-07,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.330518438558853,,7.299826397979682,-1.2591474587188178,0.0,-1.8083230228882112,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,181
VAT,"['Italian', 'Latin']",882,41.9,12.45,,,1716.0446558773492,2.94546858513182,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,213,False,Holy See (Vatican City State),,25-05-2025,observed_zero,0.0,-21.93152781688571,-22.462193729318994,-21.3885413863673,3.061153622438676e-09,3.061153622438558e-09,3.061153622438558e-09,3.06115361306785e-09,3.0611536130678963e-09,3.0611536130678963e-09,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.61613166174864,0.759927,8.829165808570684,-0.8057439338588795,0.28646438424195164,0.13521583428310638,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,190
AIA,['English'],16010,18.25,-63.16666666,,,6504.417949577811,4.204391331919299,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,214,False,Anguilla,,25-05-2025,unknown,,-10.4851635217277,-10.843105100636558,-10.124790472233139,2.8604497814900534e-05,1.953986301441487e-05,4.0074693225905386e-05,2.8603640680458678e-05,1.9539481211898444e-05,4.0073087277034484e-05,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,9.68096880599076,,8.780390639394207,-1.4882273154483054,0.0,0.07323061641511643,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,154
UMI,['English'],0,19.3,166.633333,,,11792.245165393097,,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,215,False,United States Minor Outlying Islands,,25-05-2025,unknown,,-27.161645583448273,-28.045918860009806,-26.255316570594456,3.061153622438676e-09,3.061153622438558e-09,3.061153622438558e-09,3.06115361306785e-09,3.0611536130678963e-09,3.0611536130678963e-09,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.068116657013416,0.919911,9.303230528784619,0.4116845558180785,0.8512989697405929,0.7376741232470829,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,190
TWN,['Chinese'],23317031,23.5,121.0,,,9822.659031290194,7.3676732501004665,,1.25,1.0,0.75,0.75,False,0.0,0.0,0.0,0.0,216,False,"Taiwan, Province of China",,25-05-2025,unknown,,5.735490532150754,5.624967508776541,5.84077261361211,310.3439693213743,277.2632763638843,344.0450571144194,5.535898598138842e-106,1.3196552645040692e-147,1.0691928987247816e-118,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,18.03726579437233,0.290638,8.923907542027475,1.4588289538612245,-1.3703929127006915,0.2556169951332569,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,220
ATF,['French'],400,-49.25,69.167,,,13262.951285515242,2.6020599913279625,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,217,False,French Southern Territories,,25-05-2025,unknown,,-14.765339424083141,-15.326847740610718,-14.18294135777274,4.1162783864195656e-07,2.216147802756003e-07,6.935112522373149e-07,4.116276477348072e-07,2.2161473116249405e-07,6.935107712796174e-07,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,5.991464547107982,,9.492805204684016,-2.7894228895049187,0.0,0.9785923565670195,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,179
IMN,"['English', 'Manx']",84530,54.25,-4.5,,,165.25139578600334,4.927010868975651,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,218,False,Isle of Man,,25-05-2025,unknown,,-22.85067358184064,-23.423574190681798,-22.26847446903482,3.061153622438676e-09,3.061153622438558e-09,3.061153622438558e-09,3.06115361306785e-09,3.0611536130678963e-09,3.0611536130678963e-09,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,21.072154949811278,0.5589999999999999,8.924089531454737,2.529158206714659,-0.42292229667917497,0.2558482737631199,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,190
TCA,['English'],50828,21.75,-71.58333333,0.0,1990,6743.2966747033925,4.706103021249971,0.0,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,219,False,Turks and Caicos Islands,,25-05-2025,unknown,,-15.753374586349542,-16.261382733734802,-15.27782622003083,1.5170104297615363e-07,8.765052920381134e-08,2.3269911647776828e-07,1.5170101785526828e-07,8.76505215211961e-08,2.3269906232889564e-07,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.777725188898692,0.131832,8.456677281841445,1.014620587048507,-1.931068487662545,-0.33815581921335874,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,183
SXM,"['English', 'French', 'Dutch']",41349,18.033333,-63.05,,,6516.195857909914,4.616465010872037,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,220,False,Sint Maarten (Dutch part),,25-05-2025,unknown,,-8.593827559967986,-8.898663324493457,-8.28650633042697,0.00018840907829579577,0.00013657235793324091,0.0002518939586533847,0.00018837235859900606,0.0001365537071974101,0.00025183051607739933,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.717733951591278,0.8740089999999999,9.036836123006779,-0.7699113556638645,0.6892387815745344,0.39913064795521486,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,146
HMD,['English'],0,-53.0818,73.5042,,,13782.295945144233,,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,221,False,Heard Island and McDonald Islands,,25-05-2025,unknown,,-26.495353874960582,-27.386763671695487,-25.584048489184635,3.061153622438676e-09,3.061153622438558e-09,3.061153622438558e-09,3.06115361306785e-09,3.0611536130678963e-09,3.0611536130678963e-09,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.107300795594696,0.582789,9.024938464173754,0.7781787260026797,-0.33893358559289627,0.38401068041157105,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,190
GUF,['French'],292354,4.0,-53.0,,,7207.831667217101,5.46590904024973,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,222,False,French Guiana,,25-05-2025,unknown,,-4.279995063206476,-4.480026732491418,-4.077570987694279,0.013944985677524287,0.011333111194267683,0.01694858507339801,0.013749044617608532,0.011205396852173368,0.01666375111993233,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.943642378884586,0.805055,9.38276867089559,-0.6902391219136438,0.4457919118346025,0.8387540200635447,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,99
JEY,"['English', 'French', 'Jèrriais']",103267,49.25,-2.16666666,,,528.3007769794934,5.013961560555626,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,223,False,Jersey,,25-05-2025,unknown,,-17.504840678660102,-17.93774656835304,-17.067295086119255,2.6855288727667338e-08,1.720823257749381e-08,3.970507944022639e-08,2.685528795899077e-08,1.720823228137053e-08,3.970507786373281e-08,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.27800116846794,0.925344,8.28222893518791,0.8383804642545658,0.8704805522926864,-0.5598509759211932,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,185
