alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log10_uk_visits_plus1,bayes_train_std_log10_uk_visits_plus1,bayes_beta_log10_uk_visits_plus1_mean,bayes_beta_log10_uk_visits_plus1_hdi_low,bayes_beta_log10_uk_visits_plus1_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log10_uk_visits_plus1,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log10_uk_visits_plus1,bayes_rank,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
MWI,"['English', 'Chewa']",20734262,17.9881,2023,,,,7.316688582018264,0.17988099999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.5002909912521752,0.625363739065219,0.5002909912521752,0.5002909912521752,198,False,Malawi,,25-05-2025,unknown,,-0.7697916674339905,-0.9872883011225867,-0.537397012009058,0.46770901890294303,0.3725856636363828,0.5842672304846417,0.2909088011299889,0.2566931280174237,0.3257372490649319,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,16.847298059034998,0.17988099999999999,,1.0391571926040697,-1.7614281673891168,0.0,24,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.4987621080950422,0.6234526351188028,0.4987621080950422,0.4987621080950422,199,False,Eritrea,,25-05-2025,unknown,,-2.8890206783508785,-3.0738989777330334,-2.6963087764359837,0.056021222601035196,0.046240516879772445,0.06745404347266218,0.05292841826194991,0.044151013315143685,0.06305406188865906,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,15.098386959885676,0.200104,,0.42236013209039464,-1.6900294661281217,0.0,79,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.47763101195155583,0.47763101195155583,0.47763101195155583,0.47763101195155583,200,False,Burkina Faso,,25-05-2025,unknown,,-0.6611677313290769,-0.8847367272071398,-0.42051452805456474,0.521673688613352,0.41282284697923466,0.6567088387546992,0.30712822538656953,0.27319769998750054,0.34053976867253394,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,16.99649978415259,0.17022600000000002,,1.0917768972424946,-1.7955158131723787,0.0,22,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.43300078556656646,0.5412509819582081,0.43300078556656646,0.43300078556656646,201,False,Palau,,25-05-2025,observed_zero,0.0,-9.332052766696377,-9.56495730434385,-9.117307916920716,8.932133073978293e-05,7.014521134076536e-05,0.00010975073762618848,8.931321402962095e-05,7.014029116234986e-05,0.00010973869306225271,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,9.725138096494574,0.269703,,-1.472649914995545,-1.4443053792436835,0.0,140,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.39461259780077057,0.2959594483505779,0.39461259780077057,0.39461259780077057,202,False,Yemen,,25-05-2025,unknown,,-0.5501988788145737,-0.790196164263872,-0.29101826847031803,0.5838621683527809,0.45375578182532084,0.7475020249775054,0.32238843262743533,0.28824284549293094,0.35397807883649884,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,17.302411609161485,0.138152,,1.1996643218998357,-1.9087552902156044,0.0,19,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
RUS,['Russian'],146028325,94.365,2024,2025 Q2 P,6000.0,2.0,8.164437103716473,0.94365,False,3.7782236267660965,p10,0.05,4.815572229111593,3.7782236267660965,0.05,1.25,1.0,0.75,0.75,False,0.3852185536461025,0.2889139152345769,0.3852185536461025,0.3852185536461025,203,False,Russian Federation,,25-05-2025,unknown,,-3.858128597445116,-6.337880355452168,-2.0856646375865977,0.04016919624533027,0.0017680469027643068,0.12422455775484606,0.037029610663271685,0.001764923674712843,0.10971282459121329,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,18.79931116770503,0.94365,3.7782236267660965,1.7275832355844518,0.9351111523660568,3.7782236267660965,86,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.3651413755547048,0.3651413755547048,0.3651413755547048,0.3651413755547048,204,False,Chad,,25-05-2025,unknown,,-1.2987201727839626,-1.5303415572555996,-1.047116044484851,0.27597233112388087,0.21646172169288996,0.35094841167818175,0.20828315108936335,0.17433033996363548,0.2470747260986669,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,16.777725188898692,0.131832,,1.014620587048507,-1.931068487662545,0.0,40,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.29861464163872486,0.29861464163872486,0.29861464163872486,0.29861464163872486,205,False,Burundi,,25-05-2025,unknown,,-2.0828614059585093,-2.312080988294546,-1.8321720970658435,0.1259688478446741,0.0990549076832784,0.160065523428361,0.11076286104571606,0.08971333392628554,0.13638990199038706,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,16.327771964746606,0.11078400000000001,,0.8559333752395994,-2.005379908526978,0.0,61,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
UGA,"['English', 'Swahili']",45905417,8.94983,2024,,,,7.661863936831315,0.0894983,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.26065858902638095,0.32582323628297616,0.26065858902638095,0.26065858902638095,206,False,Uganda,,25-05-2025,observed_multi,59.0,-0.5456500179763311,-0.8089877186328497,-0.26044513352166887,0.587984796681549,0.4453086400370135,0.7707084492072852,0.32264595145807984,0.2852765151972492,0.35659536158906685,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,17.64209368549646,0.0894983,,1.3194616668274897,-2.0805305456941223,0.0,18,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.25368215803924576,0.3171026975490572,0.25368215803924576,0.25368215803924576,207,False,South Sudan,,25-05-2025,unknown,,-1.9221476405854097,-2.161253547369484,-1.6599544344281205,0.14808581691823508,0.11518064727244313,0.1901476484736156,0.12726924358913044,0.10264958433767091,0.15722111856784293,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,16.574690913480765,0.0927123,,0.9430154927002496,-2.0691832962329726,0.0,57,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.19441074635216063,0.19441074635216063,0.19441074635216063,0.19441074635216063,208,False,Central African Republic,,25-05-2025,unknown,,-3.2572065711688993,-3.490601742060209,-3.0112329222320504,0.038932090852804795,0.03048252536222645,0.04923094441291686,0.03741272051057053,0.02956736012616392,0.04686595158669031,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,15.682734115119539,0.0750916,,0.6284447111425181,-2.1313943972224205,0.0,85,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,209,False,American Samoa,,25-05-2025,unknown,,-10.352707876128235,-10.606184566741716,-10.105798204123102,3.227864622803024e-05,2.4763400217981246e-05,4.0843056858245775e-05,3.22775802353203e-05,2.4762786999105005e-05,4.084138873701138e-05,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,10.813961399088718,0.0,,-1.088649257223105,-2.396510488584243,0.0,149,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,210,False,Jersey,,25-05-2025,unknown,,-3.212072766856053,-3.3811397567421393,-3.0503071787173717,0.04047665693203788,0.034008672507041725,0.04734437997281955,0.03885556656438746,0.03287152864489868,0.04515512308068142,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,11.545073146180547,,,-0.8308044892800115,0.0,0.0,84,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
MSR,['English'],4386,,,,,,3.642068627341504,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,211,False,Montserrat,,25-05-2025,unknown,,-7.372283240468616,-7.656401250320297,-7.104924902978643,0.0006373136736212217,0.00047300759033673653,0.0008210523801658869,0.0006368962805131098,0.00047278390705616195,0.0008203785297789115,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,8.386172928977834,,,-1.9448693318980008,0.0,0.0,123,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
MNP,"['Carolinian', 'Chamorro', 'English']",47329,0.0,1990,,,,4.675127328489335,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,212,False,Northern Mariana Islands,,25-05-2025,unknown,,-10.417349112002102,-10.672455232899871,-10.168468346624566,3.0259290969113014e-05,2.317557073482599e-05,3.836203440581732e-05,3.0258354117392907e-05,2.317503363368854e-05,3.8360562788348935e-05,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,10.76487849442862,0.0,,-1.1059595660950352,-2.396510488584243,0.0,152,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
UMI,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,213,False,United States Minor Outlying Islands,,25-05-2025,unknown,,-18.41671074807574,-19.010670696923942,-17.850138835014267,1.1672982147098732e-08,6.543328712749585e-09,1.8692255811449945e-08,1.1672981996497093e-08,6.543328669934433e-09,1.869225546204951e-08,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,0.0,,,-4.902462095800549,0.0,0.0,198,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
ATF,['French'],400,,,,,,2.6020599913279625,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,214,False,French Southern Territories,,25-05-2025,unknown,,-10.526067851090101,-10.897339255305367,-10.173450944924587,2.7482230596259087e-05,1.8508412133131902e-05,3.817137290116015e-05,2.7481438896098467e-05,1.8508069574978882e-05,3.8169915875192005e-05,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,5.991464547107982,,,-2.7894228895049187,0.0,0.0,153,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
ATA,[],1300,,,,,,3.113943352306837,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.0,0.0,0.0,0.0,215,False,Antarctica,,25-05-2025,unknown,,-8.973802023301964,-9.302172901668092,-8.663113449073602,0.00012908828894690587,9.122679484830439e-05,0.00017284637804567706,0.00012907100077537214,9.121847289915497e-05,0.00017281650473808898,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,7.170119543449628,,,-2.373740847429197,0.0,0.0,138,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
IOT,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,216,False,British Indian Ocean Territory,,25-05-2025,unknown,,-18.41671074807574,-19.010670696923942,-17.850138835014267,1.1672982147098732e-08,6.543328712749585e-09,1.8692255811449945e-08,1.1672981996497093e-08,6.543328669934433e-09,1.869225546204951e-08,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,0.0,,,-4.902462095800549,0.0,0.0,198,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
IMN,"['English', 'Manx']",84530,,,,,,4.927010868975651,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,217,False,Isle of Man,,25-05-2025,unknown,,-3.4757472629053843,-3.6533306656040883,-3.3068267120660955,0.03110837142730508,0.025904706156829955,0.03663223518895408,0.03014550240496153,0.02524226950626674,0.0353145959102656,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,11.344861779922974,,,-0.9014140144006216,0.0,0.0,89,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
MAF,['French'],31496,,,,,,4.498255401782173,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,218,False,Saint Martin (French part),,25-05-2025,unknown,,-4.775931076126141,-4.987328822432977,-4.574816767171289,0.00849670972396175,0.006823869041202179,0.010308188815259705,0.008423708190689126,0.006777462367641044,0.010202475849049816,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,10.357615832623573,,,-1.2495908877674244,0.0,0.0,105,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
VAT,"['Italian', 'Latin']",882,,,,,,2.94546858513182,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,219,False,Holy See (Vatican City State),,25-05-2025,observed_zero,0.0,-9.484695019374808,-9.827486600972366,-9.159975139002743,7.757714908606872e-05,5.394918010150886e-05,0.00010516651460110952,7.757088494558589e-05,5.3946269665977436e-05,0.00010515545518643208,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,6.782192056006791,,,-2.5105531382675257,0.0,0.0,141,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
WLF,['French'],11620,,,,,,4.065206128054312,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,220,False,Wallis and Futuna,,25-05-2025,unknown,,-6.089135686002057,-6.337642452532065,-5.853821748831007,0.0022918619125118756,0.001768467569998607,0.00286891491345238,0.002286503328712276,0.0017653428562442587,0.0028606960359287953,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,9.360483030405902,,,-1.6012546067802296,0.0,0.0,115,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
GLP,['French'],378561,,,,,,5.578135870173925,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,221,False,Guadeloupe,,25-05-2025,unknown,,-1.501236727837798,-1.6235457858402442,-1.381136667488784,0.2234688552743616,0.19719824017182802,0.2512927567267156,0.17852283457872248,0.16190524728768363,0.19545415717991116,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,12.84413250135785,,,-0.37265885106210267,0.0,0.0,44,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
ALA,['Swedish'],30654,,,,,,4.486487153065907,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,222,False,Åland Islands,,25-05-2025,unknown,,-4.811617819880105,-5.024024483770064,-4.609488116341334,0.008199428177006219,0.006578001411555538,0.009956914788658703,0.008131425654941241,0.006534873311550164,0.009858266567443883,0.9,1.01,524.0,20,4,4,12,-0.1096307853777717,-0.20203621119426488,-0.023516431643098766,5,95,1.0,13.900796422998402,2.8354724934856366,3.7342624185467623,3.6334281599054763,3.8417368514783363,0.6787887,0.2832404461542748,2.577821007648893,2.4762022859104214,2.6764173613697744,0.0,1.0,-3.3376256628492174,-3.9955502425210687,-2.865738749401127,10.330518438558853,,,-1.2591474587188178,0.0,0.0,106,bayes-agg-constraint-smoke2,bayes-agg-constraint-smoke2_20251220T184850Z,no-language,p10,0.05,1.25,1.0,0.75,300,300,0.9,0,0.9
