alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_z_english_speakers_rate,bayes_rank,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli,run_label,run_id
LBR,['English'],5248621,6.5,-9.5,23.4979,2023,82.67,5324.800065534335,6.720045213737611,0.23497900000000002,1.25,1.0,0.75,1.25,False,1.5790695042788503,1.9738368803485629,1.5790695042788503,1.5790695042788503,191,False,Liberia,,25-05-2025,False,unknown,,-7.876411126572193,-8.164834702236263,-7.57938301483487,0.0003862788384832368,0.0002844879874546738,0.0005108780188952337,0.00038612434056405575,0.00028440706368953024,0.0005106170884946973,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.8249319149373,0.884989,8.185517973094814,,0.6785943070721047,0.7280044315693786,-0.6827547024848836,0.0,125,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MDG,"['French', 'Malagasy']",31727042,-20.0,47.0,20.3671,2023,18.0,9461.096368981303,7.501429583510402,0.20367100000000002,1.25,1.0,0.75,1.0,False,1.5278236647031471,1.5278236647031471,1.5278236647031471,1.5278236647031471,192,False,Madagascar,,25-05-2025,True,observed_multi,73.0,2.9809098853532543,2.712912932934081,3.221245829571731,19.944027469091466,15.073118770892162,25.05947791516909,9.70135276833503e-07,3.2900211711507525e-10,4.285798173517618e-06,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.152178457483513,0.846851,9.075701394915576,,-0.26401877191007955,0.5933555827985816,0.44852201629776334,0.0,169,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MOZ,['Portuguese'],34090466,-18.25,35.0,19.8434,2023,,8773.689903108901,7.532632937862664,0.198434,1.25,1.0,0.75,1.0,False,1.4947304843918399,1.4947304843918399,1.4947304843918399,1.4947304843918399,193,False,Mozambique,,25-05-2025,False,unknown,,1.5833830730295433,1.3392990134744565,1.8111272368858757,4.922053604960151,3.8163673820245125,6.117351867665547,0.041147033934403394,0.013485085922373248,0.08398909631994908,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.410348812153323,0.37380899999999995,8.262608944636934,,0.5323812495529566,-1.0767519404127912,-0.584784756970109,0.0,68,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
TKM,"['Russian', 'Turkmen']",7057841,40.0,60.0,21.251,2017,,4780.8102623939685,6.84867187028912,0.21251,1.25,1.0,0.75,0.75,False,1.455411259155141,1.0915584443663557,1.455411259155141,1.455411259155141,194,False,Turkmenistan,,25-05-2025,True,observed_zero,0.0,-3.891293333719391,-4.1229704156433495,-3.670104561690714,0.020612052598949673,0.016196342275453225,0.025473813215836506,0.020183925449260773,0.015936133415819186,0.02483309319634917,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.1456923367904,0.340207,9.488470634221935,,0.08636864379909694,-1.195386127218505,0.9730838304256927,0.0,76,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
SLE,['English'],9077691,8.5,-11.5,20.635,2023,83.53,5130.197542957134,6.957975395494418,0.20635,1.25,1.0,0.75,1.25,False,1.4357782228602731,1.7947227785753415,1.4357782228602731,1.4357782228602731,195,False,Sierra Leone,,25-05-2025,False,unknown,,-7.153948821744665,-7.44418186830305,-6.858741862238411,0.0007952388560308646,0.0005848354236853297,0.001050235457112107,0.0007945846813810217,0.0005844934911540418,0.0010491330415629675,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.612253588595944,0.676558,9.055830865240816,,0.603587997954321,-0.00787564075077405,0.4232698412292167,0.0,119,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,33.0,65.0,17.7089,2023,,5638.77257653233,7.641910169077627,0.177089,1.25,1.0,0.75,0.75,False,1.3532982299317877,1.0149736724488407,1.3532982299317877,1.3532982299317877,196,False,Afghanistan,,25-05-2025,False,unknown,,0.34007372696124155,0.11504284238507415,0.555725717448179,1.419497048275734,1.121928997210327,1.7432058178941574,0.34038042121444867,0.3049888589495956,0.3653549005854164,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.59614843731775,0.177089,8.637599020369228,,1.3032579306656102,-1.7712855166409933,-0.10823404612582012,0.0,10,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
ETH,['Amharic'],111652998,8.0,38.0,16.6981,2021,,6232.384870883397,8.047870388825965,0.166981,1.25,1.0,0.75,0.75,False,1.3438414453965484,1.0078810840474113,1.3438414453965484,1.3438414453965484,197,False,Ethiopia,,25-05-2025,False,unknown,,2.6355630781556845,2.3917309176901247,2.879340308336441,14.119841038930211,10.93241085473902,17.80252939699348,5.4489966078335927e-05,3.3034696278927534e-07,0.00019537561344098138,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,18.53090638765886,0.166981,8.737674782196548,,1.6329236045484183,-1.8069725102792338,0.01894578748433613,0.0,140,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MWI,"['English', 'Chewa']",20734262,-13.5,34.0,17.9881,2023,3.88,8242.399750771834,7.316688582018264,0.17988099999999999,1.25,1.0,0.75,1.25,False,1.3161332588220271,1.645166573527534,1.3161332588220271,1.3161332588220271,198,False,Malawi,,25-05-2025,False,unknown,,2.4716681468383968,2.1720034057961968,2.7405162013096214,12.027113046998231,8.775851781554577,15.49517953280917,0.0003191092030190532,2.895952213307034e-06,0.0013551781899293423,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.348662673310546,0.980206,9.336528361490286,0.6257,1.2159759116808408,1.064174640636686,0.7799901920509629,1.022054144736948,128,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,15.0,39.0,20.0104,2023,,5600.447726817588,6.557146142318363,0.200104,1.25,1.0,0.75,1.25,False,1.3121111716624736,1.640138964578092,1.3121111716624736,1.3121111716624736,199,False,Eritrea,,25-05-2025,False,unknown,,-4.891247739222787,-5.143322547236806,-4.668825767286544,0.007590349635326312,0.005838264694988452,0.009383307309197187,0.007531790317613906,0.005804278618876041,0.00929567218034873,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.098386959885676,0.200104,8.630780365958017,,0.42236013209039464,-1.6900294661281217,-0.11689943440394542,0.0,88,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BFA,['French'],24070553,13.0,-2.0,17.0226,2023,,4558.991992426907,7.381486067927281,0.17022600000000002,1.25,1.0,0.75,1.0,False,1.2565208473989895,1.2565208473989895,1.2565208473989895,1.2565208473989895,200,False,Burkina Faso,,25-05-2025,False,unknown,,-1.7896631284937228,-2.0285200336632094,-1.5523534769206864,0.16874992497277536,0.1315300618636874,0.21174905923922865,0.14210181923143594,0.11531936044162175,0.17134049913802626,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.99649978415259,0.17022600000000002,8.425076146460158,,1.0917768972424946,-1.7955158131723787,-0.3783156647773515,0.0,40,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
PLW,"['English', 'Palauan']",16733,7.5,134.5,26.9703,2004,92.5,12063.401260879404,4.223573811054687,0.269703,1.25,1.0,0.75,1.25,False,1.1391105275628826,1.4238881594536033,1.1391105275628826,1.1391105275628826,201,False,Palau,,25-05-2025,True,observed_zero,0.0,-17.865921628095187,-18.390219138943404,-17.335022845088403,1.946151398127786e-08,1.1309456673322825e-08,3.061392081391053e-08,1.9461513559977286e-08,1.1309456545415895e-08,3.0613919876695653e-08,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.282046070385316,0.24066700000000002,9.546430270667054,0.4976,0.8398069996650372,-1.546818987007826,1.0467409956033562,0.5728132390819372,186,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
YEM,['Arabic'],32684503,15.0,48.0,13.8152,2020,9.0,6109.810390375518,7.514341885477597,0.138152,1.25,1.0,0.75,0.75,False,1.038121360162501,0.7785910201218758,1.038121360162501,1.038121360162501,202,False,Yemen,,25-05-2025,False,unknown,,1.5872909156465034,1.2636074149878782,1.8797583537518971,4.970693033028922,3.5381622641615667,6.551954050248629,0.04272691291512745,0.0093531302015486,0.10284270703670352,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.960246303627507,0.7565919999999999,9.165680493485038,0.31,1.4316661120696808,0.2746899359056304,0.5628706515267582,-0.08509147521064682,64,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
TCD,"['Arabic', 'French']",19340757,15.0,19.0,13.1832,2023,,4705.393967769562,7.286473468427895,0.131832,1.25,1.0,0.75,1.0,False,0.9605903702897862,0.9605903702897862,0.9605903702897862,0.9605903702897862,203,False,Chad,,25-05-2025,False,unknown,,-2.5031146525527497,-2.747362496412652,-2.2546105916578383,0.08277826741997867,0.0640970655236401,0.10491439136034372,0.07606565772519566,0.060117489522173585,0.09446508598834637,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.906818662658083,0.370223,8.541658178598208,,0.7074737082685235,-1.0894125616224002,-0.23015907642347253,0.0,54,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
