alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_one,bayes_train_n_multi,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_train_mean_log10_uk_visits_plus1,bayes_train_std_log10_uk_visits_plus1,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log10_uk_visits_plus1,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log10_uk_visits_plus1,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
TON,"['English', 'Tongan']",100179,58.5334,2023,,,,5.0007766921902945,0.585334,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.1126639874929205,1.3908299843661507,1.1126639874929205,1.1126639874929205,166,False,Tonga,,25-05-2025,unknown,,1.9768458097467674,1.7216074233746506,2.2317459484813313,7.309038986557898,5.593512607025384,9.316117646439974,0.007393851402046805,0.0008381030471277072,0.020818685727667898,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.514713864829446,0.585334,,-2.087288959921953,-3.1493867286416504,0.0,34,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ZWE,"['Chibarwe', 'English', 'Kalanga', 'Khoisan', 'Ndau', 'Northern Ndebele', 'Chewa', 'Shona', 'Sotho', 'Tonga', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zimbabwean Sign Language']",17073087,38.4266,2023,,,,7.232312053385075,0.384266,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.0564086162434185,1.320510770304273,1.0564086162434185,1.0564086162434185,167,False,Zimbabwe,,25-05-2025,unknown,,2.6667222679796554,2.404169692610057,2.9070301270803416,14.569051443549585,11.069235683762765,18.302362139567602,3.988965554652278e-05,2.0601206840984556e-07,0.0001725083013375868,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.65301392200563,0.384266,,0.0887136432539845,-5.12650878667195,0.0,83,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
HTI,"['French', 'Haitian Creole']",11867032,39.262,2019,,,,7.074342113461789,0.39262,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.0557991201790826,1.0557991201790826,1.0557991201790826,1.0557991201790826,168,False,Haiti,,25-05-2025,unknown,,2.5990576186298346,2.3405373796951303,2.8379211115181,13.617004062895429,10.386824342890144,17.080221517747304,7.81216900709385e-05,6.526084307862517e-07,0.0003203098989311675,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.289274693197108,0.39262,,-0.06532514388518683,-5.044363056507104,0.0,77,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
KEN,"['English', 'Swahili']",53330978,34.9762,2024,,,,7.726979547982685,0.34976199999999996,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.0273187272927222,1.2841484091159028,1.0273187272927222,1.0273187272927222,169,False,Kenya,,25-05-2025,unknown,,2.851886266014768,2.5883026713797035,3.10076668551617,17.537135609589633,13.30716667835328,22.21497666568839,5.503048288397754e-06,4.9980911783840455e-09,2.2123860966263643e-05,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.7920279210548,0.34976199999999996,,0.5710711154540248,-5.465790121793787,0.0,93,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,,,,6.788322539534806,0.383791,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.9903303163359541,0.9903303163359541,0.9903303163359541,0.9903303163359541,170,False,Congo,,25-05-2025,unknown,,2.399832924511471,2.124719035446823,2.6526509986472826,11.171569821558688,8.370545369035819,14.19161313429745,0.000484231179763491,9.7432745102504e-06,0.0019385285216018463,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.63069028596833,0.383791,,-0.34422699247214344,-5.131179509897747,0.0,61,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MLI,['French'],22395489,35.0921,2023,,,,7.350160549597546,0.35092100000000004,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.9804580179669495,0.9804580179669495,0.9804580179669495,0.9804580179669495,171,False,Mali,,25-05-2025,unknown,,2.6303767318885534,2.3560072032529775,2.8828640581019274,14.065235242934314,10.548749243048375,17.86536743631775,6.399121179252719e-05,3.11301723519738e-07,0.0002766566398794099,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.92437011261623,0.35092100000000004,,0.2036294267983719,-5.4543935571228435,0.0,79,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SYR,['Arabic'],25620000,34.65,2019,,,,7.408579125408668,0.3465,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.9758003762599996,0.7318502821949997,0.9758003762599996,0.9758003762599996,172,False,Syrian Arab Republic,,25-05-2025,unknown,,2.6511353482821947,2.3767713290621693,2.9032443716510006,14.360858639076515,10.770075192451554,18.233206156982014,5.255829531329825e-05,2.1993364721413356e-07,0.0002263812423126361,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.058883854432864,0.3465,,0.26059423015724537,-5.497865698978098,0.0,80,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
TGO,['French'],8095498,37.0223,2023,,,,6.908243569828069,0.370223,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.9721960580419553,0.9721960580419553,0.9721960580419553,0.9721960580419553,173,False,Togo,,25-05-2025,unknown,,2.428059044444241,2.1512224350413045,2.6811007226617027,11.494004142452626,8.595359285766968,14.601156502788918,0.00039246264376535775,6.655593476301756e-06,0.0015898166514041194,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.906818662658083,0.370223,,-0.22729025078682888,-5.2645950314295415,0.0,65,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,,,,5.507058033583555,0.45731299999999997,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.9573175463090409,1.196646932886301,0.9573175463090409,0.9573175463090409,174,False,Vanuatu,,25-05-2025,unknown,,1.8694769062752936,1.5829507211949023,2.150538032123824,6.584554046115244,4.8693025886530235,8.589478829035462,0.01350957783448543,0.001598101271131581,0.03739000459798406,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,12.680469734382598,0.45731299999999997,,-1.5936066567110825,-4.408230219356717,0.0,25,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MRT,['Arabic'],4927532,37.3809,2023,,,,6.69262945332252,0.37380899999999995,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.9509755528438091,0.7132316646328568,0.9509755528438091,0.9509755528438091,175,False,Mauritania,,25-05-2025,unknown,,2.3106722138276674,2.0267667726472465,2.5712305467681333,10.22660617826188,7.5895084478971455,13.081912605792121,0.0009882918827719977,2.7243917471782886e-05,0.003838247694395659,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.410348812153323,0.37380899999999995,,-0.4375387133280429,-5.229333529350163,0.0,57,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SLB,['English'],750325,42.4597,2023,,,,5.875249416903541,0.424597,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.9482569797625116,1.1853212247031395,0.9482569797625116,0.9482569797625116,176,False,Solomon Islands,,25-05-2025,unknown,,1.984773165321656,1.697362562663682,2.260567063335398,7.3882836013833,5.459529220768189,9.588525181286302,0.007611983704939967,0.0006569148444839364,0.02323334711614669,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.528261724984052,0.424597,,-1.234577881051316,-4.729929968946504,0.0,33,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
COD,"['French', 'Kikongo', 'Lingala', 'Tshiluba', 'Swahili']",112832000,30.548,2023,,,,8.05243228628321,0.30548,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.9350453656807276,0.9350453656807276,0.9350453656807276,0.9350453656807276,177,False,"Congo, The Democratic Republic of the",,25-05-2025,unknown,,2.9045996441355357,2.62530878016404,3.1687922931585266,18.509866155445742,13.808837688484529,23.77875005869109,3.563050901454376e-06,1.1199965310184135e-09,1.3901334100018482e-05,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,18.54141054473968,0.30548,,0.8884248164384048,-5.90121952365633,0.0,97,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
RWA,"['English', 'French', 'Kinyarwanda']",14104969,34.2005,2023,,,,7.14937213599697,0.342005,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.9294438912722611,1.1618048640903265,0.9294438912722611,0.9294438912722611,178,False,Rwanda,,25-05-2025,unknown,,2.4818152709712544,2.198465167937151,2.7398404657487783,12.135510829085622,9.011173933571431,15.484516758966341,0.0002622782125186603,2.917897744191055e-06,0.0010997233009371556,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.46203770461362,0.342005,,0.007837722897927146,-5.542065490346421,0.0,69,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ZMB,['English'],19693423,33.0,2023,,,,7.294321209322918,0.33,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.9150011551449911,1.1437514439312388,0.9150011551449911,0.9150011551449911,179,False,Zambia,,25-05-2025,unknown,,2.5300056862028417,2.2431143067216066,2.792782805142285,12.736348529240153,9.42263060390703,16.326389885834246,0.00017581848908228786,1.325652276892186e-06,0.0007620363627755573,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.795795280097252,0.33,,0.14917967354321385,-5.660111874189965,0.0,71,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BEN,['French'],13224860,32.2083,2023,,,,7.121391083236578,0.322083,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.8718774751453585,0.8718774751453585,0.8718774751453585,0.8718774751453585,180,False,Benin,,25-05-2025,unknown,,2.4012940035322994,2.1083796664263432,2.6687956677295617,11.208271443683886,8.234890281321649,14.422590913943141,0.0005332128219453852,7.859612514208301e-06,0.002184232121729417,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.397608949641263,0.322083,,-0.019447008818632525,-5.737960538987078,0.0,59,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
