alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_one,bayes_train_n_multi,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_train_mean_log10_uk_visits_plus1,bayes_train_std_log10_uk_visits_plus1,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log10_uk_visits_plus1,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log10_uk_visits_plus1,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
OMN,['Arabic'],5343630,95.2517,2024,,,,6.727836379384905,0.952517,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.4359646129238213,1.826973459692866,2.4359646129238213,2.4359646129238213,56,False,Oman,,25-05-2025,unknown,,4.184941978152609,4.131542103034949,4.239103366470413,65.72522764390354,62.27388166980664,69.34564632389342,1.6219460241115567e-26,5.303806468407942e-29,5.611807879123515e-26,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.491415755274714,0.952517,,-0.40320792740648165,0.46116098971104313,0.0,194,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SGP,"['English', 'Chinese', 'Malay', 'Tamil']",6110200,94.3776,2024,,,,6.786055425868549,0.9437760000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.4344964763461063,3.043120595432633,2.4344964763461063,2.4344964763461063,57,False,Singapore,,25-05-2025,multi,100.0,4.191747175633085,4.140084455662233,4.24348258727859,66.1716208503603,62.80812572717759,69.64999213470999,9.093754030354187e-27,3.9292880422278363e-29,3.3173661950504754e-26,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.62547006383628,0.9437760000000001,,-0.34643768799830904,0.37520984925486595,0.0,196,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
DOM,['Spanish'],10771504,91.0022,2024,,,,7.032276347058217,0.910022,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.432599645688619,2.432599645688619,2.432599645688619,2.432599645688619,58,False,Dominican Republic,,25-05-2025,unknown,,4.230818830732506,4.1844492658907395,4.277779443393678,68.8013090563948,65.65733135650082,72.080204039905,4.902291329528053e-28,3.5791718237037165e-30,2.007567484502586e-27,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.192414686550872,0.910022,,-0.10634408483074072,0.043303340279022697,0.0,201,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
IRN,['Persian (Farsi)'],85961000,79.6309,2023,,,,7.934301459075755,0.7963089999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.4016689321746854,1.8012516991310141,2.4016689321746854,2.4016689321746854,59,False,"Iran, Islamic Republic of",,25-05-2025,unknown,,4.405801398059815,4.345409303573381,4.468147889390194,81.98410760133665,77.12359817233207,87.19507909126668,1.3690510877921956e-32,1.1807939273070553e-36,2.470815712773666e-32,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,18.26940426298874,0.7963089999999999,,0.7732337278324327,-1.0748481337735345,0.0,216,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
JAM,"['English', 'Jamaican Patois']",2825544,89.473,2023,2025 Q2 P,83000.0,76.0,6.4511020746169,0.89473,False,4.919083324808191,p10,0.05,4.815572229111593,4.919083324808191,0.4130628100405039,1.25,1.0,0.75,1.25,False,2.3841962921707305,2.9802453652134133,2.3841962921707305,2.3841962921707305,60,False,Jamaica,,25-05-2025,unknown,,4.016083249660929,3.931930371857012,4.103833366822705,55.55839969700875,51.0053427915334,60.57203826590644,1.2099852649383363e-21,2.993490444316087e-25,3.599932208054671e-21,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.854211470395835,0.89473,4.919083324808191,-0.6730555749207261,-0.10706444828703102,-1.3961720326175762,182,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,81.7291,2023,,,,7.663877932614442,0.817291,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3809381511227303,1.7857036133420476,2.3809381511227303,2.3809381511227303,61,False,Iraq,,25-05-2025,unknown,,4.311363636268978,4.252898802178738,4.3686954098687165,74.58678456805738,70.308928932743,78.94058063972213,6.2052625787078544e-30,4.110386367273375e-33,2.0522558036609787e-29,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.646731082164038,0.817291,,0.5095398120771478,-0.8685299975132055,0.0,208,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
AZE,['Azerbaijani'],10241722,89.0,2023,,,,7.010372983224158,0.89,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.371668308304684,1.778751231228513,2.371668308304684,2.371668308304684,62,False,Azerbaijan,,25-05-2025,unknown,,4.1536099037808984,4.1024208489261165,4.2049339196038,63.69456864533198,60.48653927877064,67.0161691255249,7.907638353518085e-26,5.265369483660686e-28,3.256031864584153e-25,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.141980327500146,0.89,,-0.127702373634957,-0.1535750185144334,0.0,190,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BHR,['Arabic'],1594654,100.0,2024,,,,6.202666466583464,1.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3577689676735747,1.768326725755181,2.3577689676735747,2.3577689676735747,63,False,Bahrain,,25-05-2025,unknown,,4.02311031180804,3.9480099286292027,4.09737560680748,55.93408578842757,51.832114524402286,60.18213857524594,5.645528567947182e-22,4.392350996817649e-25,1.6002861839698554e-21,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.282167342769135,1.0,,-0.9153087514569532,0.9280661495646888,0.0,184,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
UKR,['Ukrainian'],32862000,82.3755,2023,,,,7.516693991312429,0.823755,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3536818187110415,1.765261364033281,2.3536818187110415,2.3536818187110415,64,False,Ukraine,,25-05-2025,unknown,,4.244093227730783,4.187566460358872,4.299423910695137,69.7342672166206,65.86231732123528,73.6573484211767,5.206734012818231e-28,7.55511308619957e-31,1.6405854101340053e-27,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.30782753299391,0.823755,,0.3660186091474309,-0.8049688292362648,0.0,200,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PER,"['Aymara', 'Quechua', 'Spanish']",34350244,81.9571,2024,,,,7.535929826329404,0.8195709999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.3477197159970715,2.3477197159970715,2.3477197159970715,2.3477197159970715,65,False,Peru,,25-05-2025,unknown,,4.2421916574996095,4.1840834671903755,4.299023795382426,69.60344487496904,65.63331835911562,73.62788289909662,6.515725116743155e-28,7.7779365402540515e-31,2.0556035254469516e-27,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.352119679955294,0.8195709999999999,,0.384775751785221,-0.8461105260293842,0.0,199,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
IDN,['Indonesian'],284438782,72.7808,2024,,,,8.453988810272648,0.727808,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3388443061035074,1.7541332295776306,2.3388443061035074,2.3388443061035074,66,False,Indonesia,,25-05-2025,unknown,,4.497049148732653,4.409525019426532,4.584886712492912,89.8812623021273,82.2303964072571,97.99208524630701,3.794871834286324e-34,2.71499859881675e-41,1.5952388599092467e-34,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,19.466028610872264,0.727808,,1.2799884262821064,-1.7484254215425152,0.0,222,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
LBY,['Arabic'],7459000,88.4989,2023,,,,6.8726806071519295,0.884989,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3119947992493866,1.7339960994370398,2.3119947992493866,2.3119947992493866,67,False,Libya,,25-05-2025,unknown,,4.055265518457793,3.9986201253311524,4.112991316008868,57.73661138445102,54.52286345974778,61.129301602248894,2.9955960222495673e-23,1.7303581853913701e-25,1.141830536267576e-22,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.8249319149373,0.884989,,-0.26196821319137503,-0.20284869027120128,0.0,187,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
KGZ,"['Kyrgyz', 'Russian']",7281800,88.4701,2023,,,,6.86223874654393,0.8847010000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.3077308750956447,1.7307981563217334,2.3077308750956447,2.3077308750956447,68,False,Kyrgyzstan,,25-05-2025,unknown,,4.048102242171778,3.990925244650817,4.106353770933357,57.325145352067935,54.10492651428514,60.724897689588275,4.5106034300690204e-23,2.575775421876042e-25,1.7209410197106104e-22,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.8008886423582,0.8847010000000001,,-0.27215022341631806,-0.20568062351126254,0.0,186,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
URY,['Spanish'],3499451,91.9911,2024,,,,6.543999916815401,0.919911,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.2882944953066553,2.2882944953066553,2.2882944953066553,2.2882944953066553,69,False,Uruguay,,25-05-2025,unknown,,3.9706488066798404,3.906188805600008,4.035857878698638,53.06128720453387,49.709139316917884,56.59144801765483,3.3038792576160625e-21,1.4976047523580537e-23,1.2824239500519928e-20,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.068116657013416,0.919911,,-0.582469537178024,0.14054288128933615,0.0,180,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SRB,['Serbian'],6567783,87.6907,2024,,,,6.81741879522901,0.8769070000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.2724604274592175,2.2724604274592175,2.2724604274592175,2.2724604274592175,70,False,Serbia,,25-05-2025,unknown,,3.9963546577397295,3.9360737833857273,4.056912123600102,54.43902998580075,51.21711668834021,57.79556971995818,8.062924111069789e-22,4.587737014750555e-24,2.9248755442596838e-21,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.697686890591745,0.8769070000000001,,-0.3158548101468046,-0.28231981682043206,0.0,183,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
COL,['Spanish'],53057212,77.3369,2023,,,,7.724744425351789,0.773369,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.2708774511331726,2.2708774511331726,2.2708774511331726,2.2708774511331726,71,False,Colombia,,25-05-2025,unknown,,4.207089228530184,4.132120627209543,4.278935408303813,67.22576625736251,62.30991907713635,72.16357436480429,2.110223292419495e-26,3.2966749179524305e-30,5.41631854716709e-26,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.786881361003886,0.773369,,0.5688916148519628,-1.3004194828256712,0.0,193,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
DZA,['Arabic'],47400000,76.9081,2023,,,,7.675778341674085,0.769081,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.2439714435346474,1.6829785826509855,2.2439714435346474,2.2439714435346474,72,False,Algeria,,25-05-2025,unknown,,4.164090988352149,4.087916302550919,4.237752508442138,64.400646733853,59.615541981029324,69.25203362777131,3.19753075500103e-25,5.816501052927372e-29,7.6678246764857e-25,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.674132786665304,0.769081,,0.5211440741215447,-1.3425838221777004,0.0,188,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PSE,['Arabic'],5483450,86.6377,2023,,,,6.739053887776157,0.866377,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.2193646393678934,1.66452347952592,2.2193646393678934,2.2193646393678934,73,False,"Palestine, State of",,25-05-2025,unknown,,3.915795942341541,3.8479428591669165,3.981454451784658,50.23343914533804,46.896491692545005,53.59492904114594,5.294516537370945e-20,2.838879638764985e-22,2.014937327837701e-19,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.517245022876946,0.866377,,-0.3922695717411505,-0.38586237591018946,0.0,178,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
LVA,['Latvian'],1829000,92.7076,2024,,,,6.262213705476417,0.927076,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.206815579526078,2.206815579526078,2.206815579526078,2.206815579526078,74,False,Latvia,,25-05-2025,unknown,,3.8251727758705725,3.7497417875943793,3.9029929270511903,45.89292308366533,42.510104988854096,49.55052869621132,4.035572439149322e-18,1.4980654583181552e-20,1.4675966610770717e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.419279927373003,0.927076,,-0.8572433723031007,0.21099705373739874,0.0,173,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SVN,['Slovene'],2130638,90.7636,2024,,,,6.328509668410944,0.907636,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.183413442598638,1.6375600819489784,2.183413442598638,2.183413442598638,75,False,Slovenia,,25-05-2025,unknown,,3.8025435001386216,3.72654508179847,3.8807148375134726,44.86645825701068,41.53535881264148,48.45884291815903,1.0167271770322492e-17,4.364811451185803e-20,3.800514955737194e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.57193202335173,0.907636,,-0.7925972141313801,0.019841560033233743,0.0,169,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
CRI,['Spanish'],5309625,85.3951,2023,,,,6.725063849484161,0.853951,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.1829921907938648,2.1829921907938648,2.1829921907938648,2.1829921907938648,76,False,Costa Rica,,25-05-2025,unknown,,3.8676418017949548,3.7955064273336814,3.9378988064871634,47.8773986744722,44.50076736151341,51.31067431892666,5.621098132168299e-19,2.668489399673114e-21,2.0986236460805266e-18,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.485031769255382,0.853951,,-0.4059114616575231,-0.5080484954970177,0.0,174,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PRI,"['English', 'Spanish']",3203295,87.2918,2022,,,,6.505596935845423,0.872918,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.1586559038962414,2.6983198798703016,2.1586559038962414,2.1586559038962414,77,False,Puerto Rico,,25-05-2025,unknown,,3.7972075732581168,3.7208196045909157,3.8734321707117476,44.62719781316507,41.29822853604405,48.10721523372928,1.2574729762675128e-17,6.159027047044227e-20,4.79004923552937e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.979690525505411,0.872918,,-0.6199168427477848,-0.3215440588155935,0.0,168,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
EST,['Estonian'],1369995,92.238,2024,,,,6.1367189821371575,0.92238,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.151636645794563,2.151636645794563,2.151636645794563,2.151636645794563,78,False,Estonia,,25-05-2025,unknown,,3.735127550270411,3.653729168607163,3.818903074847902,41.95038618686169,38.618416036190375,45.554211369315816,1.8457367238066686e-16,7.4918035688109055e-19,6.532630739435474e-16,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.130317648162611,0.92238,,-0.9796151031838813,0.1648208089619479,0.0,165,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
LBN,"['Arabic', 'French']",5490000,83.4933,2023,,,,6.739572344450092,0.834933,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.1389802997713927,2.1389802997713927,2.1389802997713927,2.1389802997713927,79,False,Lebanon,,25-05-2025,unknown,,3.815411051446863,3.7377728448411345,3.890164032846687,45.44810280225127,42.004335753968995,48.91891022287026,6.630116435008584e-18,2.7814099341723714e-20,2.4046016689513998e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.518438813485714,0.834933,,-0.3917640170940062,-0.6950544203563698,0.0,172,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,86.1009,2024,,,,6.534280005205082,0.8610089999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.1385935397658526,2.1385935397658526,2.1385935397658526,2.1385935397658526,80,False,Bosnia and Herzegovina,,25-05-2025,unknown,,3.7762143514283895,3.6991223543221627,3.8543833578272713,43.70271127540253,40.4118246367546,47.1995028565534,3.1753915234791465e-17,1.4978062519313792e-19,1.1374410090052414e-16,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.045735733434276,0.8610089999999999,,-0.5919475644297948,-0.438646464912451,0.0,167,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BRN,['Malay'],455500,99.0336,2023,,,,5.658488381309017,0.9903360000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.1301285520785993,1.5975964140589496,2.1301285520785993,2.1301285520785993,81,False,Brunei Darussalam,,25-05-2025,unknown,,3.666912815164112,3.56583333242285,3.768363229606641,39.20660366417085,35.36891545582752,43.30911995388738,4.224803373360049e-15,6.724685244353691e-18,1.5420583017763653e-14,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.02915099568215,0.9903360000000001,,-1.4459447210857301,0.8330390563981749,0.0,160,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ECU,['Spanish'],18103660,77.1727,2024,,,,7.257766384654669,0.771727,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.1290678331703288,2.1290678331703288,2.1290678331703288,2.1290678331703288,82,False,Ecuador,,25-05-2025,unknown,,3.9227227203380424,3.8396460235790655,4.004488114795693,50.60318722615522,46.50900863710208,54.84374351894823,1.0494847657896307e-19,8.332821510330297e-23,2.943982564934603e-19,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.71162468573913,0.771727,,0.11353453207695409,-1.3165654355346332,0.0,175,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ISL,['Icelandic'],391810,99.8301,2023,,,,5.593075516113534,0.998301,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.1224379769645836,2.1224379769645836,2.1224379769645836,2.1224379769645836,83,False,Iceland,,25-05-2025,unknown,,3.6533229165868897,3.5492727958484203,3.7566693971013514,38.68160024526687,34.78801074404619,42.80561998171501,7.491008123012644e-15,1.0996637240117686e-17,2.7114077898601667e-14,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,12.878532307393002,0.998301,,-1.5097297578015985,0.9113597100686303,0.0,158,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PRY,"['Guaraní', 'Spanish']",6109644,81.5781,2024,,,,6.786015905276943,0.8157810000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.10431755397617,2.10431755397617,2.10431755397617,2.10431755397617,84,False,Paraguay,,25-05-2025,unknown,,3.781838465004874,3.6970746875046996,3.8617281739842624,43.95390272383199,40.32915626775763,47.54745094918593,3.197116367485614e-17,1.0654597703940276e-19,1.2327908799441694e-16,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.625379064311183,0.8157810000000001,,-0.3464762251022727,-0.8833779808204725,0.0,166,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
HRV,['Croatian'],3866233,83.6324,2024,,,,6.587288023403108,0.8363240000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.094131895788017,2.094131895788017,2.094131895788017,2.094131895788017,85,False,Croatia,,25-05-2025,unknown,,3.72884666191255,3.6459366218431186,3.8108842339658606,41.68766448512299,38.31864619010911,45.19038008081242,2.4464352071019735e-16,1.0693341020349924e-18,8.746504268360586e-16,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.167791205946209,0.8363240000000001,,-0.5402586745318787,-0.6813765761309326,0.0,164,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MKD,['Macedonian'],1822612,87.1819,2023,,,,6.260694225323314,0.871819,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.0747780342807656,1.5560835257105743,2.0747780342807656,2.0747780342807656,86,False,North Macedonia,,25-05-2025,unknown,,3.647312213294181,3.5620274840721033,3.734218245792669,38.43023255201107,35.23456229158524,41.8552923472526,5.101787053845736e-15,2.7811862971729003e-17,1.7570857141071502e-14,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.415781195023367,0.871819,,-0.8587250395113032,-0.3323506373948563,0.0,159,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
